a,b,la,lb
<http://bk.sport.owl#sven-bender>,<http://bk.sport.owl#borussia-dortmund>,"Bender","Borussia Dortmund"@en
<http://bk.sport.owl#sven-bender>,<http://bk.sport.owl#bayer-04-leverkusen>,"sven bender"@en,"Bayer 04 Leverkusen"@en
<http://bk.sport.owl#sven-bender>,<http://bk.sport.owl#bayer-04-leverkusen>,"Sven Bender"@en,"Bayer 04 Leverkusen"@en
<http://bk.sport.owl#sven-bender>,<http://bk.sport.owl#bayer-04-leverkusen>,"Bender","Bayer 04 Leverkusen"@en
<http://bk.sport.owl#keiren-westwood>,<http://bk.sport.owl#sunderland-fc>,"Keiren Westwood"@en,"Sunderland"@en
<http://bk.sport.owl#keiren-westwood>,<http://bk.sport.owl#sunderland>,"Keiren Westwood"@en,"Sunderland"@en
<http://bk.sport.owl#santiago-garcoa>,<http://bk.sport.owl#sv-werder-bremen>,"Garcoa","SV Werder Bremen"@en
<http://bk.sport.owl#armin-mujakic>,<http://bk.sport.owl#atromitos-athen>,"Armin Mujakic"@en,"Atromitos Athen"@en
<http://bk.sport.owl#armin-mujakic>,<http://bk.sport.owl#atromitos-athen>,"armin mujakic"@en,"Atromitos Athen"@en
<http://bk.sport.owl#tim-wiesner>,<http://bk.sport.owl#fortuna-d\u00FCsseldorf-\u00A0>,"Tim Wiesner"@en,"Fortuna D\u00FCsseldorf \u00A0"@en
<http://bk.sport.owl#tim-wiesner>,<http://bk.sport.owl#fortuna-d\u00FCsseldorf-\u00A0>,"tim wiesner"@en,"Fortuna D\u00FCsseldorf \u00A0"@en
<http://bk.sport.owl#fabian-balbuena>,<http://bk.sport.owl#west-ham-united>,"fabian balbuena"@en,"West Ham United"@en
<http://bk.sport.owl#christian-alfonso>,<http://bk.sport.owl#rcd-espanyol-barcelona>,"Alfonso","RCD Espanyol Barcelona"@en
<http://bk.sport.owl#giannis-kontoes>,<http://bk.sport.owl#apollon-smyrnis>,"Giannis Kontoes"@en,"Apollon Smyrnis"@en
<http://bk.sport.owl#giannis-kontoes>,<http://bk.sport.owl#apollon-smyrnis>,"giannis kontoes"@en,"Apollon Smyrnis"@en
<http://bk.sport.owl#jires-kembo-ekoko>,<http://bk.sport.owl#bursaspor>,"jires kembo ekoko"@en,"Bursaspor"@en
<http://bk.sport.owl#cesc-fobregas>,<http://bk.sport.owl#chelsea>,"Fobregas","Chelsea"@en
<http://bk.sport.owl#cesc-fobregas>,<http://bk.sport.owl#chelsea>,"Fobregas","Chelsea FC"@en
<http://bk.sport.owl#cesc-fobregas>,<http://bk.sport.owl#chelsea-fc>,"Fobregas","Chelsea"@en
<http://bk.sport.owl#tom-de-sutter>,<http://bk.sport.owl#kv-oostende>,"tom de sutter"@en,"KV Oostende"@en
<http://bk.sport.owl#i\u00F1igo-c\u00F3rdoba>,<http://bk.sport.owl#athletic-bilbao>,"I\u00F1igo C\u00F3rdoba"@en,"Athletic Bilbao"@en
<http://bk.sport.owl#daniel-mushitu>,<http://bk.sport.owl#aik>,"daniel mushitu"@en,"AIK"@en
<http://bk.sport.owl#daniel-mushitu>,<http://bk.sport.owl#aik>,"Daniel Mushitu"@en,"AIK"@en
<http://bk.sport.owl#lys-mousset>,<http://bk.sport.owl#afc-bournemouth>,"Lys Mousset"@en,"AFC Bournemouth"@en
<http://bk.sport.owl#lys-mousset>,<http://bk.sport.owl#afc-bournemouth>,"lys mousset"@en,"AFC Bournemouth"@en
<http://bk.sport.owl#jean-michael-seri>,<http://bk.sport.owl#fulham-\u00A0>,"jean michael seri"@en,"Fulham FC \u00A0"@en
<http://bk.sport.owl#theo-valls>,<http://bk.sport.owl#n\u00EEmes-olympique-\u00A0>,"Theo Valls"@en,"N\u00EEmes Olympique \u00A0"@en
<http://bk.sport.owl#theo-valls>,<http://bk.sport.owl#n\u00EEmes-olympique-\u00A0>,"theo valls"@en,"N\u00EEmes Olympique \u00A0"@en
<http://bk.sport.owl#nicklas-helenius>,<http://bk.sport.owl#odense-boldklub>,"nicklas helenius"@en,"Odense Boldklub"@en
<http://bk.sport.owl#kari-arkivuo>,<http://bk.sport.owl#bk-h\u00E4cken>,"kari arkivuo"@en,"BK H\u00E4cken"@en
<http://bk.sport.owl#kari-arkivuo>,<http://bk.sport.owl#bk-h\u00E4cken>,"Kari Arkivuo"@en,"BK H\u00E4cken"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"Nolito"@en,"Sevilla FC"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"Nolito"@en,"Sevilla"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"nolito"@en,"Sevilla FC"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"nolito"@en,"Sevilla"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"Nolito","Sevilla FC"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sevilla>,"Nolito","Sevilla"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#celta-de-vigo>,"Nolito"@en,"Celta de Vigo"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#celta-de-vigo>,"nolito"@en,"Celta de Vigo"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#celta-de-vigo>,"Nolito","Celta de Vigo"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica-fc>,"Nolito"@en,"Sport Lisboa e Benfica"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica-fc>,"nolito"@en,"Sport Lisboa e Benfica"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica-fc>,"Nolito","Sport Lisboa e Benfica"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica>,"Nolito"@en,"Sport Lisboa e Benfica"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica>,"nolito"@en,"Sport Lisboa e Benfica"@en
<http://bk.sport.owl#nolito>,<http://bk.sport.owl#sport-lisboa-e-benfica>,"Nolito","Sport Lisboa e Benfica"@en
<http://bk.sport.owl#jacob-samnik>,<http://bk.sport.owl#fc-politehnica-iasi>,"jacob samnik"@en,"FC Politehnica Iasi"@en
<http://bk.sport.owl#nikola-peric>,<http://bk.sport.owl#fk-spartak-subotica>,"nikola peric"@en,"FK Spartak Subotica"@en
<http://bk.sport.owl#nikola-peric>,<http://bk.sport.owl#fk-spartak-subotica>,"Nikola Peric"@en,"FK Spartak Subotica"@en
<http://bk.sport.owl#nikola-peric>,<http://bk.sport.owl#fk-dinamo-vranje-\u00A0>,"nikola peric"@en,"FK Dinamo Vranje \u00A0"@en
<http://bk.sport.owl#nikola-peric>,<http://bk.sport.owl#fk-dinamo-vranje-\u00A0>,"Nikola Peric"@en,"FK Dinamo Vranje \u00A0"@en
<http://bk.sport.owl#cedric-itten>,<http://bk.sport.owl#fc-st.-gallen-1879>,"Cedric Itten"@en,"FC St. Gallen 1879"@en
<http://bk.sport.owl#cedric-itten>,<http://bk.sport.owl#fc-st.-gallen-1879>,"cedric itten"@en,"FC St. Gallen 1879"@en
<http://bk.sport.owl#issa-cissokho>,<http://bk.sport.owl#genoa-cfc>,"Issa Cissokho"@en,"Genoa CFC"@en
<http://bk.sport.owl#issa-cissokho>,<http://bk.sport.owl#genoa-cfc>,"Cissokho","Genoa CFC"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea>,"nathan ake"@en,"Chelsea"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea>,"nathan ake"@en,"Chelsea FC"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea>,"Nathan Ake"@en,"Chelsea"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea>,"Nathan Ake"@en,"Chelsea FC"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#afc-bournemouth>,"nathan ake"@en,"AFC Bournemouth"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#afc-bournemouth>,"Nathan Ake"@en,"AFC Bournemouth"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea-fc>,"nathan ake"@en,"Chelsea"@en
<http://bk.sport.owl#nathan-ake>,<http://bk.sport.owl#chelsea-fc>,"Nathan Ake"@en,"Chelsea"@en
<http://bk.sport.owl#liam-grimshaw>,<http://bk.sport.owl#motherwell>,"Liam Grimshaw"@en,"Motherwell FC"@en
<http://bk.sport.owl#liam-grimshaw>,<http://bk.sport.owl#motherwell>,"liam grimshaw"@en,"Motherwell FC"@en
<http://bk.sport.owl#matus-kozacik>,<http://bk.sport.owl#fc-viktoria-plzen>,"matus kozacik"@en,"FC Viktoria Plzen"@en
<http://bk.sport.owl#matus-kozacik>,<http://bk.sport.owl#fc-viktoria-plzen>,"Matus Kozacik"@en,"FC Viktoria Plzen"@en
<http://bk.sport.owl#hernan-perez>,<http://bk.sport.owl#rcd-espanyol-barcelona>,"hernan perez"@en,"RCD Espanyol Barcelona"@en
<http://bk.sport.owl#yvon-mvogo>,<http://bk.sport.owl#rb-leipzig>,"Yvon Mvogo"@en,"RB Leipzig"@en
<http://bk.sport.owl#yvon-mvogo>,<http://bk.sport.owl#rb-leipzig>,"yvon mvogo"@en,"RB Leipzig"@en
<http://bk.sport.owl#renaud-emond>,<http://bk.sport.owl#standard-li\u00E8ge>,"renaud emond"@en,"Standard Li\u00E8ge"@en
<http://bk.sport.owl#renaud-emond>,<http://bk.sport.owl#standard-li\u00E8ge>,"Renaud Emond"@en,"Standard Li\u00E8ge"@en
<http://bk.sport.owl#daniel-pinillos>,<http://bk.sport.owl#cordoba>,"Daniel Pinillos"@en,"Cordoba"@en
<http://bk.sport.owl#daniel-pinillos>,<http://bk.sport.owl#cordoba-fc>,"Daniel Pinillos"@en,"Cordoba"@en
<http://bk.sport.owl#rodrigo-rey>,<http://bk.sport.owl#paok-thessaloniki>,"rodrigo rey"@en,"PAOK Thessaloniki"@en
<http://bk.sport.owl#rodrigo-rey>,<http://bk.sport.owl#paok-thessaloniki>,"Rodrigo Rey"@en,"PAOK Thessaloniki"@en
<http://bk.sport.owl#jun-cai-wang>,<http://bk.sport.owl#f91-dudelange-fc>,"Jun Cai Wang"@en,"F91 Dudelange"@en
<http://bk.sport.owl#jun-cai-wang>,<http://bk.sport.owl#f91-dudelange>,"Jun Cai Wang"@en,"F91 Dudelange"@en
<http://bk.sport.owl#mattia-valoti>,<http://bk.sport.owl#spal>,"Mattia Valoti"@en,"SPAL"@en
<http://bk.sport.owl#mattia-valoti>,<http://bk.sport.owl#spal>,"mattia valoti"@en,"SPAL"@en
<http://bk.sport.owl#joel-valencia>,<http://bk.sport.owl#piast-gliwice>,"joel valencia"@en,"Piast Gliwice"@en
<http://bk.sport.owl#joel-valencia>,<http://bk.sport.owl#piast-gliwice>,"Joel Valencia"@en,"Piast Gliwice"@en
<http://bk.sport.owl#brendan-hines-ike>,<http://bk.sport.owl#kv-kortrijk>,"brendan hines ike"@en,"KV Kortrijk"@en
<http://bk.sport.owl#brendan-hines-ike>,<http://bk.sport.owl#kv-kortrijk>,"Brendan Hines-Ike"@en,"KV Kortrijk"@en
<http://bk.sport.owl#semi-ajayi>,<http://bk.sport.owl#arsenal-fc>,"Semi Ajayi"@en,"Arsenal"@en
<http://bk.sport.owl#semi-ajayi>,<http://bk.sport.owl#arsenal>,"Semi Ajayi"@en,"Arsenal FC"@en
<http://bk.sport.owl#semi-ajayi>,<http://bk.sport.owl#arsenal>,"Semi Ajayi"@en,"Arsenal"@en
<http://bk.sport.owl#isaac-matondo>,<http://bk.sport.owl#stade-rennais>,"isaac matondo"@en,"Stade Rennais FC"@en
<http://bk.sport.owl#bafetimbi-gomis>,<http://bk.sport.owl#swansea-city>,"Bafetimbi Gomis"@en,"Swansea City"@en
<http://bk.sport.owl#bafetimbi-gomis>,<http://bk.sport.owl#swansea-city>,"Gomis","Swansea City"@en
<http://bk.sport.owl#simeon-raykov>,<http://bk.sport.owl#lokomotiv-plovdiv>,"simeon raykov"@en,"Lokomotiv Plovdiv"@en
<http://bk.sport.owl#simeon-raykov>,<http://bk.sport.owl#lokomotiv-plovdiv>,"Simeon Raykov"@en,"Lokomotiv Plovdiv"@en
<http://bk.sport.owl#vladyslav-buhai>,<http://bk.sport.owl#fk-mariupol>,"vladyslav buhai"@en,"FK Mariupol"@en
<http://bk.sport.owl#ricardinho>,<http://bk.sport.owl#wisla-plock>,"Ricardinho"@en,"Wisla Plock"@en
<http://bk.sport.owl#ricardinho>,<http://bk.sport.owl#wisla-plock>,"ricardinho"@en,"Wisla Plock"@en
<http://bk.sport.owl#ricardinho>,<http://bk.sport.owl#fc-voluntari>,"Ricardinho"@en,"FC Voluntari"@en
<http://bk.sport.owl#ricardinho>,<http://bk.sport.owl#fc-voluntari>,"ricardinho"@en,"FC Voluntari"@en
<http://bk.sport.owl#antonio-rodiger>,<http://bk.sport.owl#as-roma>,"Rodiger","AS Roma"@en
<http://bk.sport.owl#federico-valverde>,<http://bk.sport.owl#real-madrid>,"federico valverde"@en,"Real Madrid"@en
<http://bk.sport.owl#federico-valverde>,<http://bk.sport.owl#real-madrid>,"Federico Valverde"@en,"Real Madrid"@en
<http://bk.sport.owl#connor-goldson>,<http://bk.sport.owl#rangers>,"connor goldson"@en,"Rangers FC"@en
<http://bk.sport.owl#connor-goldson>,<http://bk.sport.owl#rangers>,"Connor Goldson"@en,"Rangers FC"@en
<http://bk.sport.owl#mikel-agu>,<http://bk.sport.owl#vit\u00F3ria-set\u00FAbal>,"mikel agu"@en,"Vit\u00F3ria Set\u00FAbal FC"@en
<http://bk.sport.owl#mikel-agu>,<http://bk.sport.owl#vit\u00F3ria-set\u00FAbal>,"Mikel Agu"@en,"Vit\u00F3ria Set\u00FAbal FC"@en
<http://bk.sport.owl#christian-norgaard>,<http://bk.sport.owl#acf-fiorentina>,"christian norgaard"@en,"ACF Fiorentina"@en
<http://bk.sport.owl#filipe-augusto>,<http://bk.sport.owl#rio-ave>,"filipe augusto"@en,"Rio Ave FC"@en
<http://bk.sport.owl#tomislav-gomelt>,<http://bk.sport.owl#dinamo-bukarest>,"Tomislav Gomelt"@en,"Dinamo Bukarest"@en
<http://bk.sport.owl#burak-kapacak>,<http://bk.sport.owl#bursaspor>,"Burak Kapacak"@en,"Bursaspor"@en
<http://bk.sport.owl#burak-kapacak>,<http://bk.sport.owl#bursaspor>,"burak kapacak"@en,"Bursaspor"@en
<http://bk.sport.owl#chris-clements>,<http://bk.sport.owl#mansfield-town-fc>,"Chris Clements"@en,"Mansfield Town"@en
<http://bk.sport.owl#chris-clements>,<http://bk.sport.owl#mansfield-town>,"Chris Clements"@en,"Mansfield Town"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki>,"Javier Matilla"@en,"Aris Thessaloniki"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki>,"javier matilla"@en,"Aris Thessaloniki"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki>,"Matilla","Aris Thessaloniki"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki-\u00A0>,"Javier Matilla"@en,"Aris Thessaloniki \u00A0"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki-\u00A0>,"javier matilla"@en,"Aris Thessaloniki \u00A0"@en
<http://bk.sport.owl#javier-matilla>,<http://bk.sport.owl#aris-thessaloniki-\u00A0>,"Matilla","Aris Thessaloniki \u00A0"@en
<http://bk.sport.owl#john-dempster>,<http://bk.sport.owl#mansfield-town-fc>,"John Dempster"@en,"Mansfield Town"@en
<http://bk.sport.owl#john-dempster>,<http://bk.sport.owl#mansfield-town>,"John Dempster"@en,"Mansfield Town"@en
<http://bk.sport.owl#mediop-ndiaye>,<http://bk.sport.owl#dunarea-calarasi-\u00A0>,"mediop ndiaye"@en,"Dunarea Calarasi \u00A0"@en
<http://bk.sport.owl#mediop-ndiaye>,<http://bk.sport.owl#dunarea-calarasi-\u00A0>,"Mediop Ndiaye"@en,"Dunarea Calarasi \u00A0"@en
<http://bk.sport.owl#lukasz-moneta>,<http://bk.sport.owl#zaglebie-lubin>,"Lukasz Moneta"@en,"Zaglebie Lubin"@en
<http://bk.sport.owl#benedikt-gimber>,<http://bk.sport.owl#tsg-1899-hoffenheim>,"Gimber","TSG 1899 Hoffenheim"@en
<http://bk.sport.owl#vladyslav-kochergin>,<http://bk.sport.owl#zorya-lugansk>,"Vladyslav Kochergin"@en,"Zorya Lugansk"@en
<http://bk.sport.owl#bart-straalman>,<http://bk.sport.owl#de-graafschap-doetinchem-\u00A0>,"Bart Straalman"@en,"De Graafschap Doetinchem \u00A0"@en
<http://bk.sport.owl#bart-straalman>,<http://bk.sport.owl#de-graafschap-doetinchem-\u00A0>,"bart straalman"@en,"De Graafschap Doetinchem \u00A0"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#g\u00F6ztepe>,"Yoan Gouffran"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#g\u00F6ztepe>,"yoan gouffran"@en,"G\u00F6ztepe"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#g\u00F6ztepe>,"Gouffran","G\u00F6ztepe"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#newcastle-united>,"Yoan Gouffran"@en,"Newcastle United"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#newcastle-united>,"yoan gouffran"@en,"Newcastle United"@en
<http://bk.sport.owl#yoan-gouffran>,<http://bk.sport.owl#newcastle-united>,"Gouffran","Newcastle United"@en
<http://bk.sport.owl#sergi-darder>,<http://bk.sport.owl#rcd-espanyol-barcelona>,"sergi darder"@en,"RCD Espanyol Barcelona"@en
<http://bk.sport.owl#sergi-darder>,<http://bk.sport.owl#rcd-espanyol-barcelona>,"Sergi Darder"@en,"RCD Espanyol Barcelona"@en
<http://bk.sport.owl#sergi-darder>,<http://bk.sport.owl#rcd-espanyol-barcelona>,"Darder","RCD Espanyol Barcelona"@en
<http://bk.sport.owl#benjamin-corgnet>,<http://bk.sport.owl#rc-strasbourg-alsace>,"benjamin corgnet"@en,"RC Strasbourg Alsace"@en
<http://bk.sport.owl#benjamin-corgnet>,<http://bk.sport.owl#rc-strasbourg-alsace>,"Benjamin Corgnet"@en,"RC Strasbourg Alsace"@en
<http://bk.sport.owl#benjamin-corgnet>,<http://bk.sport.owl#rc-strasbourg-alsace>,"Corgnet","RC Strasbourg Alsace"@en
<http://bk.sport.owl#stefan-gartenmann>,<http://bk.sport.owl#s\u00F6nderjyske>,"stefan gartenmann"@en,"S\u00F6nderjyskE"@en
<http://bk.sport.owl#stefan-gartenmann>,<http://bk.sport.owl#s\u00F6nderjyske>,"Stefan Gartenmann"@en,"S\u00F6nderjyskE"@en
<http://bk.sport.owl#ante-palaversa>,<http://bk.sport.owl#hnk-hajduk-split>,"ante palaversa"@en,"HNK Hajduk Split"@en
<http://bk.sport.owl#ante-palaversa>,<http://bk.sport.owl#hnk-hajduk-split>,"Ante Palaversa"@en,"HNK Hajduk Split"@en
<http://bk.sport.owl#liam-hurst>,<http://bk.sport.owl#cambridge-united>,"Liam Hurst"@en,"Cambridge United"@en
<http://bk.sport.owl#liam-hurst>,<http://bk.sport.owl#cambridge-united-fc>,"Liam Hurst"@en,"Cambridge United"@en
<http://bk.sport.owl#bilal-hussein>,<http://bk.sport.owl#aik>,"Bilal Hussein"@en,"AIK"@en
<http://bk.sport.owl#bilal-hussein>,<http://bk.sport.owl#aik>,"bilal hussein"@en,"AIK"@en
<http://bk.sport.owl#martin-adamec>,<http://bk.sport.owl#jagiellonia-bialystok>,"martin adamec"@en,"Jagiellonia Bialystok"@en
<http://bk.sport.owl#jordy-bruijn>,<http://bk.sport.owl#sc-heerenveen>,"Jordy Bruijn"@en,"SC Heerenveen"@en
<http://bk.sport.owl#alex-porfirio>,<http://bk.sport.owl#fc-bate-borisov-fc>,"Alex Porfirio"@en,"FC BATE Borisov"@en
<http://bk.sport.owl#alex-porfirio>,<http://bk.sport.owl#fc-bate-borisov>,"Alex Porfirio"@en,"FC BATE Borisov"@en
<http://bk.sport.owl#ludvig-fritzson>,<http://bk.sport.owl#\u00F6stersunds-fk>,"Ludvig Fritzson"@en,"\u00D6stersunds FK"@en
<http://bk.sport.owl#ludvig-fritzson>,<http://bk.sport.owl#\u00F6stersunds-fk>,"ludvig fritzson"@en,"\u00D6stersunds FK"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#norwich-city>,"Jake Kean"@en,"Norwich City"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#norwich-city>,"Kean","Norwich City"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#blackburn-rovers-fc>,"Jake Kean"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#blackburn-rovers-fc>,"Kean","Blackburn Rovers"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#blackburn-rovers>,"Jake Kean"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#jake-kean>,<http://bk.sport.owl#blackburn-rovers>,"Kean","Blackburn Rovers"@en
<http://bk.sport.owl#neofytos-michail>,<http://bk.sport.owl#pas-giannina>,"Neofytos Michail"@en,"PAS Giannina"@en
<http://bk.sport.owl#neofytos-michail>,<http://bk.sport.owl#pas-giannina>,"neofytos michail"@en,"PAS Giannina"@en
<http://bk.sport.owl#jakub-pesek>,<http://bk.sport.owl#fc-slovan-liberec>,"Jakub Pesek"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#jakub-pesek>,<http://bk.sport.owl#fc-slovan-liberec>,"jakub pesek"@en,"FC Slovan Liberec"@en
<http://bk.sport.owl#diederik-boer>,<http://bk.sport.owl#pec-zwolle>,"Diederik Boer"@en,"PEC Zwolle"@en
<http://bk.sport.owl#diederik-boer>,<http://bk.sport.owl#pec-zwolle>,"diederik boer"@en,"PEC Zwolle"@en
<http://bk.sport.owl#henry-offia>,<http://bk.sport.owl#ik-sirius>,"henry offia"@en,"IK Sirius"@en
<http://bk.sport.owl#henry-offia>,<http://bk.sport.owl#ik-sirius>,"Henry Offia"@en,"IK Sirius"@en
<http://bk.sport.owl#sebastian-jung>,<http://bk.sport.owl#vfl-wolfsburg>,"sebastian jung"@en,"VfL Wolfsburg"@en
<http://bk.sport.owl#sebastian-jung>,<http://bk.sport.owl#vfl-wolfsburg>,"Sebastian Jung"@en,"VfL Wolfsburg"@en
<http://bk.sport.owl#sebastian-jung>,<http://bk.sport.owl#vfl-wolfsburg>,"Jung","VfL Wolfsburg"@en
<http://bk.sport.owl#valentin-gendrey>,<http://bk.sport.owl#sc-amiens>,"Valentin Gendrey"@en,"SC Amiens"@en
<http://bk.sport.owl#valentin-gendrey>,<http://bk.sport.owl#sc-amiens>,"valentin gendrey"@en,"SC Amiens"@en
<http://bk.sport.owl#felipe-avenatti>,<http://bk.sport.owl#kv-kortrijk>,"Felipe Avenatti"@en,"KV Kortrijk"@en
<http://bk.sport.owl#felipe-avenatti>,<http://bk.sport.owl#kv-kortrijk>,"felipe avenatti"@en,"KV Kortrijk"@en
<http://bk.sport.owl#ayoub-abdellaoui>,<http://bk.sport.owl#fc-sion>,"ayoub abdellaoui"@en,"FC Sion"@en
<http://bk.sport.owl#igor-postonjski>,<http://bk.sport.owl#nk-inter-zapresic>,"igor postonjski"@en,"NK Inter Zapresic"@en
<http://bk.sport.owl#igor-postonjski>,<http://bk.sport.owl#nk-inter-zapresic>,"Igor Postonjski"@en,"NK Inter Zapresic"@en
<http://bk.sport.owl#damian-rasak>,<http://bk.sport.owl#wisla-plock>,"Damian Rasak"@en,"Wisla Plock"@en
<http://bk.sport.owl#damian-rasak>,<http://bk.sport.owl#wisla-plock>,"damian rasak"@en,"Wisla Plock"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"mounir el hamdaoui"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Mounir El Hamdaoui"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#excelsior-rotterdam>,"mounir el hamdaoui"@en,"Excelsior Rotterdam"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#excelsior-rotterdam>,"Mounir El Hamdaoui"@en,"Excelsior Rotterdam"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#sbv-excelsior-rotterdam>,"mounir el hamdaoui"@en,"SBV Excelsior Rotterdam"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#sbv-excelsior-rotterdam>,"Mounir El Hamdaoui"@en,"SBV Excelsior Rotterdam"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"mounir el hamdaoui"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#mounir-el-hamdaoui>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"Mounir El Hamdaoui"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#niklas-sule>,<http://bk.sport.owl#bayern-munich>,"niklas sule"@en,"Bayern Munich"@en
<http://bk.sport.owl#todor-petrovic>,<http://bk.sport.owl#vorskla-poltava>,"todor petrovic"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#todor-petrovic>,<http://bk.sport.owl#vorskla-poltava>,"Todor Petrovic"@en,"Vorskla Poltava"@en
<http://bk.sport.owl#todor-petrovic>,<http://bk.sport.owl#fk-vozdovac>,"todor petrovic"@en,"FK Vozdovac"@en
<http://bk.sport.owl#todor-petrovic>,<http://bk.sport.owl#fk-vozdovac>,"Todor Petrovic"@en,"FK Vozdovac"@en
<http://bk.sport.owl#siphiwe-tshabalala>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"siphiwe tshabalala"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#siphiwe-tshabalala>,<http://bk.sport.owl#b\u00FCy\u00FCksehir-belediye-erzurumspor-\u00A0>,"Siphiwe Tshabalala"@en,"B\u00FCy\u00FCksehir Belediye Erzurumspor \u00A0"@en
<http://bk.sport.owl#okomayin-segun>,<http://bk.sport.owl#fk-dinamo-vranje-\u00A0>,"Okomayin Segun"@en,"FK Dinamo Vranje \u00A0"@en
<http://bk.sport.owl#okomayin-segun>,<http://bk.sport.owl#fk-dinamo-vranje-\u00A0>,"okomayin segun"@en,"FK Dinamo Vranje \u00A0"@en
<http://bk.sport.owl#antonito>,<http://bk.sport.owl#real-valladolid-cf-\u00A0>,"antonito"@en,"Real Valladolid CF \u00A0"@en
<http://bk.sport.owl#kevin-vogt>,<http://bk.sport.owl#tsg-1899-hoffenheim>,"Kevin Vogt"@en,"TSG 1899 Hoffenheim"@en
<http://bk.sport.owl#kevin-vogt>,<http://bk.sport.owl#tsg-1899-hoffenheim>,"kevin vogt"@en,"TSG 1899 Hoffenheim"@en
<http://bk.sport.owl#kevin-vogt>,<http://bk.sport.owl#tsg-1899-hoffenheim>,"Vogt","TSG 1899 Hoffenheim"@en
