a,la
<http://bk.sport.owl#sergio-aguero>,"Sergio Aguero"@en
<http://bk.sport.owl#sergio-aguero>,"sergio aguero"@en
<http://bk.sport.owl#paul-pogba>,"Paul Pogba"@en
<http://bk.sport.owl#paul-pogba>,"paul pogba"@en
<http://bk.sport.owl#paul-pogba>,"Pogba"
<http://bk.sport.owl#lionel-messi>,"lionel messi"@en
<http://bk.sport.owl#lionel-messi>,"Lionel Messi"@en
<http://bk.sport.owl#lionel-messi>,"Messi"
