a,la
<http://bk.sport.owl#paul-nardi>,"Nardi"
<http://bk.sport.owl#greg-cunningham>,"Greg Cunningham"@en
<http://bk.sport.owl#greg-cunningham>,"greg cunningham"@en
<http://bk.sport.owl#jubal>,"jubal"@en
<http://bk.sport.owl#jubal>,"Jubal"@en
<http://bk.sport.owl#mikel-vesga>,"mikel vesga"@en
<http://bk.sport.owl#mikel-vesga>,"Mikel Vesga"@en
<http://bk.sport.owl#dentinho>,"Dentinho"@en
<http://bk.sport.owl#dentinho>,"dentinho"@en
<http://bk.sport.owl#mart-lieder>,"Mart Lieder"@en
<http://bk.sport.owl#mart-lieder>,"mart lieder"@en
<http://bk.sport.owl#asamoah-gyan>,"asamoah gyan"@en
<http://bk.sport.owl#asamoah-gyan>,"Asamoah Gyan"@en
<http://bk.sport.owl#kasper-pedersen>,"Kasper Pedersen"@en
<http://bk.sport.owl#kasper-pedersen>,"kasper pedersen"@en
<http://bk.sport.owl#marokhy-ndione>,"marokhy ndione"@en
<http://bk.sport.owl#marokhy-ndione>,"Marokhy Ndione"@en
<http://bk.sport.owl#ramil-sheydaev>,"Ramil Sheydaev"@en
<http://bk.sport.owl#ramil-sheydaev>,"ramil sheydaev"@en
<http://bk.sport.owl#stefan-djordjevic>,"stefan djordjevic"@en
<http://bk.sport.owl#angel-correa>,"angel correa"@en
<http://bk.sport.owl#yoann-etienne>,"yoann etienne"@en
<http://bk.sport.owl#yoann-etienne>,"Yoann Etienne"@en
<http://bk.sport.owl#isaac-kone>,"isaac kone"@en
<http://bk.sport.owl#herman-hallberg>,"herman hallberg"@en
<http://bk.sport.owl#herman-hallberg>,"Herman Hallberg"@en
<http://bk.sport.owl#hamed-junior-traore>,"hamed junior traore"@en
<http://bk.sport.owl#andrii-totovytskyi>,"andrii totovytskyi"@en
<http://bk.sport.owl#miguel-angel-moya>,"miguel angel moya"@en
<http://bk.sport.owl#bojan-cecaric>,"bojan cecaric"@en
<http://bk.sport.owl#bojan-cecaric>,"Bojan Cecaric"@en
<http://bk.sport.owl#leonardo-pavoletti>,"leonardo pavoletti"@en
<http://bk.sport.owl#leonardo-pavoletti>,"Leonardo Pavoletti"@en
<http://bk.sport.owl#leonardo-pavoletti>,"Pavoletti"
<http://bk.sport.owl#javier-manquillo>,"javier manquillo"@en
<http://bk.sport.owl#javier-manquillo>,"Javier Manquillo"@en
<http://bk.sport.owl#javier-manquillo>,"Manquillo"
<http://bk.sport.owl#tiemoko-konate>,"tiemoko konate"@en
<http://bk.sport.owl#stallone-limbombe>,"Stallone Limbombe"@en
<http://bk.sport.owl#stallone-limbombe>,"stallone limbombe"@en
<http://bk.sport.owl#boubacar-fofana>,"boubacar fofana"@en
<http://bk.sport.owl#boubacar-fofana>,"Boubacar Fofana"@en
<http://bk.sport.owl#tim-handwerker>,"Tim Handwerker"@en
<http://bk.sport.owl#tim-handwerker>,"tim handwerker"@en
<http://bk.sport.owl#nwankwo-obiora>,"Nwankwo Obiora"@en
<http://bk.sport.owl#nwankwo-obiora>,"nwankwo obiora"@en
<http://bk.sport.owl#moryke-fofana>,"moryke fofana"@en
<http://bk.sport.owl#andrija-kaludjerovic>,"andrija kaludjerovic"@en
<http://bk.sport.owl#mergim-berisha>,"mergim berisha"@en
<http://bk.sport.owl#jan-vodhanel>,"Jan Vodhanel"@en
<http://bk.sport.owl#jan-vodhanel>,"jan vodhanel"@en
<http://bk.sport.owl#aymen-tahar>,"Aymen Tahar"@en
<http://bk.sport.owl#aymen-tahar>,"aymen tahar"@en
<http://bk.sport.owl#tobias-knoflach>,"tobias knoflach"@en
<http://bk.sport.owl#tobias-knoflach>,"Tobias Knoflach"@en
<http://bk.sport.owl#agron-rufati>,"agron rufati"@en
<http://bk.sport.owl#agron-rufati>,"Agron Rufati"@en
<http://bk.sport.owl#rodrigue-bongongui>,"Rodrigue Bongongui"@en
<http://bk.sport.owl#rodrigue-bongongui>,"rodrigue bongongui"@en
<http://bk.sport.owl#darian-mackinnon>,"darian mackinnon"@en
<http://bk.sport.owl#darian-mackinnon>,"Darian Mackinnon"@en
<http://bk.sport.owl#jakub-klima>,"jakub klima"@en
<http://bk.sport.owl#zoran-danoski>,"Zoran Danoski"@en
<http://bk.sport.owl#zoran-danoski>,"zoran danoski"@en
<http://bk.sport.owl#dmitri-torbinski>,"dmitri torbinski"@en
<http://bk.sport.owl#dmitri-torbinski>,"Dmitri Torbinski"@en
<http://bk.sport.owl#vladimir-simunovic>,"vladimir simunovic"@en
<http://bk.sport.owl#vladimir-simunovic>,"Vladimir Simunovic"@en
<http://bk.sport.owl#carlo-casap>,"carlo casap"@en
<http://bk.sport.owl#carlo-casap>,"Carlo Casap"@en
<http://bk.sport.owl#rodrigo-bentancur>,"Rodrigo Bentancur"@en
<http://bk.sport.owl#rodrigo-bentancur>,"rodrigo bentancur"@en
<http://bk.sport.owl#malik-tchokounte>,"malik tchokounte"@en
<http://bk.sport.owl#admir-mehmedi>,"admir mehmedi"@en
<http://bk.sport.owl#admir-mehmedi>,"Admir Mehmedi"@en
<http://bk.sport.owl#admir-mehmedi>,"Mehmedi"
<http://bk.sport.owl#michal-pojasek>,"michal pojasek"@en
<http://bk.sport.owl#michal-pojasek>,"Michal Pojasek"@en
<http://bk.sport.owl#robin-bormuth>,"robin bormuth"@en
<http://bk.sport.owl#robin-bormuth>,"Robin Bormuth"@en
<http://bk.sport.owl#djordje-despotovic>,"Djordje Despotovic"@en
<http://bk.sport.owl#djordje-despotovic>,"djordje despotovic"@en
<http://bk.sport.owl#luka-modric>,"luka modric"@en
<http://bk.sport.owl#luka-modric>,"Luka Modric"@en
<http://bk.sport.owl#luka-modric>,"Modric"
<http://bk.sport.owl#donny-van-de-beek>,"donny van de beek"@en
<http://bk.sport.owl#donny-van-de-beek>,"Donny van de Beek"@en
<http://bk.sport.owl#ricardo-nunes>,"Ricardo Nunes"@en
<http://bk.sport.owl#ricardo-nunes>,"ricardo nunes"@en
<http://bk.sport.owl#anes-rusevic>,"Anes Rusevic"@en
<http://bk.sport.owl#anes-rusevic>,"anes rusevic"@en
<http://bk.sport.owl#juanmi>,"juanmi"@en
<http://bk.sport.owl#juanmi>,"Juanmi"@en
<http://bk.sport.owl#juanmi>,"Juanmi"
<http://bk.sport.owl#mikael-ishak>,"mikael ishak"@en
<http://bk.sport.owl#mikael-ishak>,"Mikael Ishak"@en
<http://bk.sport.owl#wessel-dammers>,"Wessel Dammers"@en
<http://bk.sport.owl#wessel-dammers>,"wessel dammers"@en
<http://bk.sport.owl#gurkan-hervenik>,"gurkan hervenik"@en
<http://bk.sport.owl#andrei-miron>,"Andrei Miron"@en
<http://bk.sport.owl#andrei-miron>,"andrei miron"@en
<http://bk.sport.owl#marco-benassi>,"marco benassi"@en
<http://bk.sport.owl#marco-benassi>,"Marco Benassi"@en
<http://bk.sport.owl#tomasz-nowak>,"Tomasz Nowak"@en
<http://bk.sport.owl#tomasz-nowak>,"tomasz nowak"@en
<http://bk.sport.owl#rai-vloet>,"rai vloet"@en
<http://bk.sport.owl#marcel-zapytowski>,"marcel zapytowski"@en
<http://bk.sport.owl#marcel-zapytowski>,"Marcel Zapytowski"@en
<http://bk.sport.owl#florin-balan>,"florin balan"@en
<http://bk.sport.owl#sergej-grubac>,"Sergej Grubac"@en
<http://bk.sport.owl#sergej-grubac>,"sergej grubac"@en
<http://bk.sport.owl#godswill-ekpolo>,"godswill ekpolo"@en
<http://bk.sport.owl#godswill-ekpolo>,"Godswill Ekpolo"@en
<http://bk.sport.owl#sulayman-marreh>,"sulayman marreh"@en
<http://bk.sport.owl#sulayman-marreh>,"Sulayman Marreh"@en
<http://bk.sport.owl#anthony-martial>,"anthony martial"@en
<http://bk.sport.owl#anthony-martial>,"Anthony Martial"@en
<http://bk.sport.owl#anthony-martial>,"Martial"
<http://bk.sport.owl#frantisek-chmiel>,"frantisek chmiel"@en
<http://bk.sport.owl#relu-stoian>,"Relu Stoian"@en
<http://bk.sport.owl#relu-stoian>,"relu stoian"@en
<http://bk.sport.owl#simon-hedlund>,"simon hedlund"@en
<http://bk.sport.owl#zakaria-labyad>,"Zakaria Labyad"@en
<http://bk.sport.owl#zakaria-labyad>,"zakaria labyad"@en
<http://bk.sport.owl#guga>,"guga"@en
<http://bk.sport.owl#laurens-symons>,"laurens symons"@en
<http://bk.sport.owl#bingourou-kamara>,"Bingourou Kamara"@en
<http://bk.sport.owl#bingourou-kamara>,"bingourou kamara"@en
<http://bk.sport.owl#ivan-banic>,"Ivan Banic"@en
<http://bk.sport.owl#ivan-banic>,"ivan banic"@en
<http://bk.sport.owl#giorgi-ivanishvili>,"giorgi ivanishvili"@en
<http://bk.sport.owl#jeremie-boga>,"jeremie boga"@en
<http://bk.sport.owl#jeremie-boga>,"Jeremie Boga"@en
<http://bk.sport.owl#james-maddison>,"James Maddison"@en
<http://bk.sport.owl#james-maddison>,"james maddison"@en
<http://bk.sport.owl#ihor-levchenko>,"ihor levchenko"@en
<http://bk.sport.owl#lukas-muhl>,"lukas muhl"@en
<http://bk.sport.owl#leandro-paredes>,"leandro paredes"@en
<http://bk.sport.owl#leandro-paredes>,"Leandro Paredes"@en
<http://bk.sport.owl#leandro-paredes>,"Paredes"
<http://bk.sport.owl#ibrahim-sadiq>,"ibrahim sadiq"@en
<http://bk.sport.owl#ibrahim-sadiq>,"Ibrahim Sadiq"@en
<http://bk.sport.owl#julian-baumgartlinger>,"Baumgartlinger"
<http://bk.sport.owl#julian-baumgartlinger>,"julian baumgartlinger"@en
<http://bk.sport.owl#julian-baumgartlinger>,"Julian Baumgartlinger"@en
<http://bk.sport.owl#michy-batshuayi>,"Michy Batshuayi"@en
<http://bk.sport.owl#michy-batshuayi>,"michy batshuayi"@en
<http://bk.sport.owl#michy-batshuayi>,"Batshuayi"
<http://bk.sport.owl#lucas-vazquez>,"lucas vazquez"@en
<http://bk.sport.owl#sergio-garcia>,"sergio garcia"@en
<http://bk.sport.owl#finn-dahmen>,"finn dahmen"@en
<http://bk.sport.owl#finn-dahmen>,"Finn Dahmen"@en
<http://bk.sport.owl#nicolo-zaniolo>,"nicolo zaniolo"@en
<http://bk.sport.owl#martin-kostadinov>,"Martin Kostadinov"@en
<http://bk.sport.owl#martin-kostadinov>,"martin kostadinov"@en
<http://bk.sport.owl#abdoulaye-bamba>,"Abdoulaye Bamba"@en
<http://bk.sport.owl#abdoulaye-bamba>,"abdoulaye bamba"@en
<http://bk.sport.owl#guillaume-hoarau>,"Guillaume Hoarau"@en
<http://bk.sport.owl#guillaume-hoarau>,"guillaume hoarau"@en
<http://bk.sport.owl#gabriel-brazao>,"gabriel brazao"@en
<http://bk.sport.owl#giannis-maniatis>,"Giannis Maniatis"@en
<http://bk.sport.owl#giannis-maniatis>,"giannis maniatis"@en
<http://bk.sport.owl#leeroy-owusu>,"Leeroy Owusu"@en
<http://bk.sport.owl#leeroy-owusu>,"leeroy owusu"@en
<http://bk.sport.owl#enock-kwateng>,"enock kwateng"@en
<http://bk.sport.owl#enock-kwateng>,"Enock Kwateng"@en
<http://bk.sport.owl#oleksandr-zinchenko>,"oleksandr zinchenko"@en
<http://bk.sport.owl#oleksandr-zinchenko>,"Oleksandr Zinchenko"@en
<http://bk.sport.owl#nikolaos-lazaridis>,"nikolaos lazaridis"@en
<http://bk.sport.owl#nikolaos-lazaridis>,"Nikolaos Lazaridis"@en
<http://bk.sport.owl#levan-arveladze>,"Levan Arveladze"@en
<http://bk.sport.owl#levan-arveladze>,"levan arveladze"@en
<http://bk.sport.owl#fabian-ruiz>,"fabian ruiz"@en
<http://bk.sport.owl#mathieu-cafaro>,"Mathieu Cafaro"@en
<http://bk.sport.owl#mathieu-cafaro>,"mathieu cafaro"@en
<http://bk.sport.owl#muhammed-sengezer>,"muhammed sengezer"@en
<http://bk.sport.owl#muhammed-sengezer>,"Muhammed Sengezer"@en
<http://bk.sport.owl#daniel-higgins>,"daniel higgins"@en
<http://bk.sport.owl#jules-keita>,"Jules Keita"@en
<http://bk.sport.owl#jules-keita>,"jules keita"@en
<http://bk.sport.owl#anton-ferdinand>,"Anton Ferdinand"@en
<http://bk.sport.owl#anton-ferdinand>,"anton ferdinand"@en
<http://bk.sport.owl#aritz-aduriz>,"Aritz Aduriz"@en
<http://bk.sport.owl#aritz-aduriz>,"aritz aduriz"@en
<http://bk.sport.owl#aritz-aduriz>,"Aduriz"
<http://bk.sport.owl#marcelo-araujo>,"marcelo araujo"@en
<http://bk.sport.owl#reuven-niemeijer>,"reuven niemeijer"@en
<http://bk.sport.owl#reuven-niemeijer>,"Reuven Niemeijer"@en
<http://bk.sport.owl#megan-laurent>,"megan laurent"@en
<http://bk.sport.owl#razvan-plesca>,"razvan plesca"@en
<http://bk.sport.owl#razvan-plesca>,"Razvan Plesca"@en
<http://bk.sport.owl#marvin-schulz>,"Marvin Schulz"@en
<http://bk.sport.owl#marvin-schulz>,"marvin schulz"@en
<http://bk.sport.owl#marvin-schulz>,"Schulz"
<http://bk.sport.owl#davidson>,"davidson"@en
<http://bk.sport.owl#davidson>,"Davidson"@en
<http://bk.sport.owl#lukasz-zaluska>,"lukasz zaluska"@en
<http://bk.sport.owl#lukasz-zaluska>,"Lukasz Zaluska"@en
<http://bk.sport.owl#iulian-cristea>,"Iulian Cristea"@en
<http://bk.sport.owl#iulian-cristea>,"iulian cristea"@en
<http://bk.sport.owl#malik-puscatu>,"malik puscatu"@en
<http://bk.sport.owl#martin-kamburov>,"martin kamburov"@en
<http://bk.sport.owl#wilson-eduardo>,"wilson eduardo"@en
<http://bk.sport.owl#wilson-eduardo>,"Wilson Eduardo"@en
<http://bk.sport.owl#milton-raphael>,"milton raphael"@en
<http://bk.sport.owl#milton-raphael>,"Milton Raphael"@en
<http://bk.sport.owl#adam-eriksson>,"adam eriksson"@en
<http://bk.sport.owl#joseph-attamah>,"joseph attamah"@en
<http://bk.sport.owl#joseph-attamah>,"Joseph Attamah"@en
<http://bk.sport.owl#petar-gluhakovic>,"petar gluhakovic"@en
<http://bk.sport.owl#petar-gluhakovic>,"Petar Gluhakovic"@en
<http://bk.sport.owl#andrii-boriachuk>,"andrii boriachuk"@en
<http://bk.sport.owl#mamadou-fall>,"Mamadou Fall"@en
<http://bk.sport.owl#mamadou-fall>,"mamadou fall"@en
<http://bk.sport.owl#patric>,"Patric"@en
<http://bk.sport.owl#patric>,"patric"@en
<http://bk.sport.owl#patric>,"Patric"
<http://bk.sport.owl#patrick>,"patrick"@en
<http://bk.sport.owl#patrick>,"Patrick"@en
<http://bk.sport.owl#kasper-kusk>,"Kasper Kusk"@en
<http://bk.sport.owl#kasper-kusk>,"kasper kusk"@en
<http://bk.sport.owl#serkan-kurtulus>,"serkan kurtulus"@en
<http://bk.sport.owl#anton-nedyalkov>,"anton nedyalkov"@en
<http://bk.sport.owl#stefanos-kapino>,"Stefanos Kapino"@en
<http://bk.sport.owl#stefanos-kapino>,"stefanos kapino"@en
<http://bk.sport.owl#moises-delgado>,"moises delgado"@en
<http://bk.sport.owl#steven-defour>,"steven defour"@en
<http://bk.sport.owl#steven-defour>,"Steven Defour"@en
<http://bk.sport.owl#milos-markovic>,"Milos Markovic"@en
<http://bk.sport.owl#milos-markovic>,"milos markovic"@en
<http://bk.sport.owl#anton-kochenkov>,"Anton Kochenkov"@en
<http://bk.sport.owl#anton-kochenkov>,"anton kochenkov"@en
<http://bk.sport.owl#muhammet-demir>,"Muhammet Demir"@en
<http://bk.sport.owl#muhammet-demir>,"muhammet demir"@en
<http://bk.sport.owl#denis-epstein>,"Denis Epstein"@en
<http://bk.sport.owl#denis-epstein>,"denis epstein"@en
<http://bk.sport.owl#florentin-matei>,"florentin matei"@en
<http://bk.sport.owl#marco-ospitalieri>,"Marco Ospitalieri"@en
<http://bk.sport.owl#marco-ospitalieri>,"marco ospitalieri"@en
<http://bk.sport.owl#risto-radunovic>,"Risto Radunovic"@en
<http://bk.sport.owl#risto-radunovic>,"risto radunovic"@en
<http://bk.sport.owl#andreas-landgren>,"andreas landgren"@en
<http://bk.sport.owl#abdullahi-shehu>,"abdullahi shehu"@en
<http://bk.sport.owl#abdullahi-shehu>,"Abdullahi Shehu"@en
<http://bk.sport.owl#lucas-holer>,"lucas holer"@en
<http://bk.sport.owl#abou-ouattara>,"abou ouattara"@en
<http://bk.sport.owl#ali-mccann>,"ali mccann"@en
<http://bk.sport.owl#ali-mccann>,"Ali McCann"@en
<http://bk.sport.owl#allan-sousa>,"allan sousa"@en
<http://bk.sport.owl#liam-donnelly>,"liam donnelly"@en
<http://bk.sport.owl#liam-donnelly>,"Liam Donnelly"@en
<http://bk.sport.owl#cheick-keita>,"cheick keita"@en
<http://bk.sport.owl#cheick-keita>,"Cheick Keita"@en
<http://bk.sport.owl#christoffer-nyman>,"christoffer nyman"@en
<http://bk.sport.owl#joe-hart>,"joe hart"@en
<http://bk.sport.owl#joe-hart>,"Joe Hart"@en
<http://bk.sport.owl#joe-hart>,"Hart"
<http://bk.sport.owl#matthew-lowton>,"matthew lowton"@en
<http://bk.sport.owl#matthew-lowton>,"Matthew Lowton"@en
<http://bk.sport.owl#leonardo-balerdi>,"leonardo balerdi"@en
<http://bk.sport.owl#brecht-capon>,"brecht capon"@en
<http://bk.sport.owl#brecht-capon>,"Brecht Capon"@en
<http://bk.sport.owl#luka-menalo>,"luka menalo"@en
<http://bk.sport.owl#luka-menalo>,"Luka Menalo"@en
<http://bk.sport.owl#fernandinho>,"Fernandinho"
<http://bk.sport.owl#fernandinho>,"Fernandinho"@en
<http://bk.sport.owl#fernandinho>,"fernandinho"@en
<http://bk.sport.owl#bryan-dabo>,"Bryan Dabo"@en
<http://bk.sport.owl#bryan-dabo>,"bryan dabo"@en
<http://bk.sport.owl#bryan-dabo>,"Dabo"
<http://bk.sport.owl#thomas-salamon>,"Thomas Salamon"@en
<http://bk.sport.owl#thomas-salamon>,"thomas salamon"@en
<http://bk.sport.owl#remo-freuler>,"remo freuler"@en
<http://bk.sport.owl#komnen-andric>,"Komnen Andric"@en
<http://bk.sport.owl#komnen-andric>,"komnen andric"@en
<http://bk.sport.owl#marian-kelemen>,"marian kelemen"@en
<http://bk.sport.owl#marian-kelemen>,"Marian Kelemen"@en
<http://bk.sport.owl#khaled-adenon>,"khaled adenon"@en
<http://bk.sport.owl#erol-hakan-sepil>,"Erol Hakan Sepil"@en
<http://bk.sport.owl#erol-hakan-sepil>,"erol hakan sepil"@en
<http://bk.sport.owl#mads-roerslev-rasmussen>,"mads roerslev rasmussen"@en
<http://bk.sport.owl#mads-roerslev-rasmussen>,"Mads Roerslev Rasmussen"@en
<http://bk.sport.owl#tesfaldet-tekie>,"tesfaldet tekie"@en
<http://bk.sport.owl#tesfaldet-tekie>,"Tesfaldet Tekie"@en
<http://bk.sport.owl#calvin-mac-intosch>,"calvin mac intosch"@en
<http://bk.sport.owl#neeskens-kebano>,"Neeskens Kebano"@en
<http://bk.sport.owl#neeskens-kebano>,"neeskens kebano"@en
<http://bk.sport.owl#yurii-kolomoets>,"yurii kolomoets"@en
<http://bk.sport.owl#seth-paintsil>,"seth paintsil"@en
<http://bk.sport.owl#seth-paintsil>,"Seth Paintsil"@en
<http://bk.sport.owl#kikas>,"kikas"@en
<http://bk.sport.owl#kikas>,"Kikas"@en
<http://bk.sport.owl#elliot-parish>,"Elliot Parish"@en
<http://bk.sport.owl#elliot-parish>,"elliot parish"@en
<http://bk.sport.owl#jordan-amavi>,"jordan amavi"@en
<http://bk.sport.owl#jordan-amavi>,"Jordan Amavi"@en
<http://bk.sport.owl#jordan-amavi>,"Amavi"
<http://bk.sport.owl#kenny-rocha-santos>,"kenny rocha santos"@en
<http://bk.sport.owl#oli-shaw>,"Oli Shaw"@en
<http://bk.sport.owl#oli-shaw>,"oli shaw"@en
<http://bk.sport.owl#karlo-kamenar>,"Karlo Kamenar"@en
<http://bk.sport.owl#karlo-kamenar>,"karlo kamenar"@en
<http://bk.sport.owl#oleksandr-holikov>,"oleksandr holikov"@en
<http://bk.sport.owl#ismael-aaneba>,"ismael aaneba"@en
<http://bk.sport.owl#artem-favorov>,"artem favorov"@en
<http://bk.sport.owl#artem-favorov>,"Artem Favorov"@en
<http://bk.sport.owl#parvizdzhon-umarbaev>,"parvizdzhon umarbaev"@en
<http://bk.sport.owl#parvizdzhon-umarbaev>,"Parvizdzhon Umarbaev"@en
<http://bk.sport.owl#lenny-pintor>,"Lenny Pintor"@en
<http://bk.sport.owl#lenny-pintor>,"lenny pintor"@en
<http://bk.sport.owl#kyrylo-kovalets>,"kyrylo kovalets"@en
<http://bk.sport.owl#kyrylo-kovalets>,"Kyrylo Kovalets"@en
<http://bk.sport.owl#koke>,"koke"@en
<http://bk.sport.owl#koke>,"Koke"@en
<http://bk.sport.owl#koke>,"Koke"
<http://bk.sport.owl#petr-hronek>,"petr hronek"@en
<http://bk.sport.owl#petr-hronek>,"Petr Hronek"@en
<http://bk.sport.owl#jakub-serafin>,"jakub serafin"@en
<http://bk.sport.owl#jakub-serafin>,"Jakub Serafin"@en
<http://bk.sport.owl#sean-morrison>,"Sean Morrison"@en
<http://bk.sport.owl#sean-morrison>,"sean morrison"@en
<http://bk.sport.owl#conor-shaughnessy>,"conor shaughnessy"@en
<http://bk.sport.owl#pedro-henrique>,"pedro henrique"@en
<http://bk.sport.owl#pedro-henrique>,"Henrique"
<http://bk.sport.owl#joel-pereira>,"Joel Pereira"@en
<http://bk.sport.owl#joel-pereira>,"joel pereira"@en
<http://bk.sport.owl#oliver-burke>,"Oliver Burke"@en
<http://bk.sport.owl#oliver-burke>,"oliver burke"@en
<http://bk.sport.owl#robert-muhren>,"robert muhren"@en
<http://bk.sport.owl#stefan-ristovski>,"Stefan Ristovski"@en
<http://bk.sport.owl#stefan-ristovski>,"stefan ristovski"@en
<http://bk.sport.owl#artem-shchadin>,"artem shchadin"@en
<http://bk.sport.owl#artem-shchadin>,"Artem Shchadin"@en
<http://bk.sport.owl#cedric-yambere>,"cedric yambere"@en
<http://bk.sport.owl#kirill-panchenko>,"kirill panchenko"@en
<http://bk.sport.owl#ramon-ten-hove>,"ramon ten hove"@en
<http://bk.sport.owl#lucas-lima>,"Lucas Lima"@en
<http://bk.sport.owl#lucas-lima>,"lucas lima"@en
<http://bk.sport.owl#alexandru-stan>,"alexandru stan"@en
<http://bk.sport.owl#alexandru-stan>,"Alexandru Stan"@en
<http://bk.sport.owl#klaus-moesgaard>,"klaus moesgaard"@en
<http://bk.sport.owl#klaus-moesgaard>,"Klaus Moesgaard"@en
<http://bk.sport.owl#lachezar-baltanov>,"Lachezar Baltanov"@en
<http://bk.sport.owl#lachezar-baltanov>,"lachezar baltanov"@en
<http://bk.sport.owl#marko-jokic>,"marko jokic"@en
<http://bk.sport.owl#german-conti>,"german conti"@en
<http://bk.sport.owl#dimitar-vezalov>,"dimitar vezalov"@en
<http://bk.sport.owl#dimitar-vezalov>,"Dimitar Vezalov"@en
<http://bk.sport.owl#miroslav-covilo>,"Miroslav Covilo"@en
<http://bk.sport.owl#miroslav-covilo>,"miroslav covilo"@en
<http://bk.sport.owl#henk-bos>,"Henk Bos"@en
<http://bk.sport.owl#henk-bos>,"henk bos"@en
<http://bk.sport.owl#issam-chebake>,"issam chebake"@en
<http://bk.sport.owl#issam-chebake>,"Issam Chebake"@en
<http://bk.sport.owl#martin-montoya>,"Martin Montoya"@en
<http://bk.sport.owl#martin-montoya>,"martin montoya"@en
<http://bk.sport.owl#nicolas-luchinger>,"nicolas luchinger"@en
<http://bk.sport.owl#sinisa-mladenovic>,"sinisa mladenovic"@en
<http://bk.sport.owl#sinisa-mladenovic>,"Sinisa Mladenovic"@en
<http://bk.sport.owl#alan-czerwinski>,"Alan Czerwinski"@en
<http://bk.sport.owl#alan-czerwinski>,"alan czerwinski"@en
<http://bk.sport.owl#stefan-barboianu>,"stefan barboianu"@en
<http://bk.sport.owl#stefan-barboianu>,"Stefan Barboianu"@en
<http://bk.sport.owl#francisc-cristea>,"francisc cristea"@en
<http://bk.sport.owl#mathieu-flamini>,"Mathieu Flamini"@en
<http://bk.sport.owl#mathieu-flamini>,"mathieu flamini"@en
<http://bk.sport.owl#mathieu-flamini>,"Flamini"
<http://bk.sport.owl#salvador-ichazo>,"Salvador Ichazo"@en
<http://bk.sport.owl#salvador-ichazo>,"salvador ichazo"@en
<http://bk.sport.owl#salvador-ichazo>,"Ichazo"
<http://bk.sport.owl#tom-van-weert>,"Tom van Weert"@en
<http://bk.sport.owl#tom-van-weert>,"tom van weert"@en
<http://bk.sport.owl#dmytro-semeniv>,"dmytro semeniv"@en
<http://bk.sport.owl#dmytro-semeniv>,"Dmytro Semeniv"@en
<http://bk.sport.owl#willem-geubbels>,"willem geubbels"@en
<http://bk.sport.owl#willem-geubbels>,"Willem Geubbels"@en
<http://bk.sport.owl#cagatay-yilmaz>,"Cagatay Yilmaz"@en
<http://bk.sport.owl#cagatay-yilmaz>,"cagatay yilmaz"@en
<http://bk.sport.owl#dylan-de-belder>,"Dylan De Belder"@en
<http://bk.sport.owl#dylan-de-belder>,"dylan de belder"@en
<http://bk.sport.owl#lucas-fernandes>,"lucas fernandes"@en
<http://bk.sport.owl#lucas-fernandes>,"Lucas Fernandes"@en
<http://bk.sport.owl#gabriel-bosoi>,"gabriel bosoi"@en
<http://bk.sport.owl#gabriel-bosoi>,"Gabriel Bosoi"@en
<http://bk.sport.owl#hadi-sacko>,"hadi sacko"@en
<http://bk.sport.owl#luka-asentic>,"luka asentic"@en
<http://bk.sport.owl#enver-alivodic>,"enver alivodic"@en
<http://bk.sport.owl#enver-alivodic>,"Enver Alivodic"@en
<http://bk.sport.owl#dominik-puster>,"dominik puster"@en
<http://bk.sport.owl#dominik-puster>,"Dominik Puster"@en
<http://bk.sport.owl#patrick-salomon>,"Patrick Salomon"@en
<http://bk.sport.owl#patrick-salomon>,"patrick salomon"@en
<http://bk.sport.owl#danny-bejarano>,"danny bejarano"@en
<http://bk.sport.owl#matheus-leoni>,"matheus leoni"@en
<http://bk.sport.owl#christian-pulisic>,"Christian Pulisic"@en
<http://bk.sport.owl#christian-pulisic>,"christian pulisic"@en
<http://bk.sport.owl#dawid-kownacki>,"Dawid Kownacki"@en
<http://bk.sport.owl#dawid-kownacki>,"dawid kownacki"@en
<http://bk.sport.owl#michael-lansing>,"michael lansing"@en
<http://bk.sport.owl#michael-lansing>,"Michael Lansing"@en
<http://bk.sport.owl#luigi-bruins>,"Luigi Bruins"@en
<http://bk.sport.owl#luigi-bruins>,"luigi bruins"@en
<http://bk.sport.owl#miljan-jablan>,"Miljan Jablan"@en
<http://bk.sport.owl#miljan-jablan>,"miljan jablan"@en
<http://bk.sport.owl#ogmundur-kristinsson>,"ogmundur kristinsson"@en
<http://bk.sport.owl#eder-militao>,"eder militao"@en
<http://bk.sport.owl#benjamin-hvidt>,"benjamin hvidt"@en
<http://bk.sport.owl#milos-ristic>,"milos ristic"@en
<http://bk.sport.owl#milos-ristic>,"Milos Ristic"@en
<http://bk.sport.owl#junes-barny>,"Junes Barny"@en
<http://bk.sport.owl#junes-barny>,"junes barny"@en
<http://bk.sport.owl#borja-mayoral>,"Borja Mayoral"@en
<http://bk.sport.owl#borja-mayoral>,"borja mayoral"@en
<http://bk.sport.owl#tobias-damsgaard>,"Tobias Damsgaard"@en
<http://bk.sport.owl#tobias-damsgaard>,"tobias damsgaard"@en
<http://bk.sport.owl#carel-eiting>,"Carel Eiting"@en
<http://bk.sport.owl#carel-eiting>,"carel eiting"@en
<http://bk.sport.owl#javi-moyano>,"javi moyano"@en
<http://bk.sport.owl#lars-kramer>,"lars kramer"@en
<http://bk.sport.owl#lars-kramer>,"Lars Kramer"@en
<http://bk.sport.owl#clarck-nsikulu>,"clarck nsikulu"@en
