a,la
<http://bk.sport.owl#ziggy-gordon>,"ziggy gordon"@en
<http://bk.sport.owl#jorg-siebenhandl>,"jorg siebenhandl"@en
<http://bk.sport.owl#thomas-callens>,"thomas callens"@en
<http://bk.sport.owl#thomas-callens>,"Thomas Callens"@en
<http://bk.sport.owl#maciej-warpas>,"maciej warpas"@en
<http://bk.sport.owl#oscar-duarte>,"oscar duarte"@en
<http://bk.sport.owl#volodymyr-adamiuk>,"volodymyr adamiuk"@en
<http://bk.sport.owl#tom-cleverley>,"Tom Cleverley"@en
<http://bk.sport.owl#tom-cleverley>,"tom cleverley"@en
<http://bk.sport.owl#tom-cleverley>,"Cleverley"
<http://bk.sport.owl#nikolaos-tsoukalos>,"nikolaos tsoukalos"@en
<http://bk.sport.owl#nikolaos-tsoukalos>,"Nikolaos Tsoukalos"@en
<http://bk.sport.owl#paul-dummett>,"Paul Dummett"@en
<http://bk.sport.owl#paul-dummett>,"paul dummett"@en
<http://bk.sport.owl#paul-dummett>,"Dummett"
<http://bk.sport.owl#marcelo-goiano>,"Marcelo Goiano"@en
<http://bk.sport.owl#marcelo-goiano>,"marcelo goiano"@en
<http://bk.sport.owl#greg-halford>,"greg halford"@en
<http://bk.sport.owl#franco-vazquez>,"franco vazquez"@en
<http://bk.sport.owl#catalin-carp>,"Catalin Carp"@en
<http://bk.sport.owl#catalin-carp>,"catalin carp"@en
<http://bk.sport.owl#caner-erkin>,"Caner Erkin"@en
<http://bk.sport.owl#caner-erkin>,"caner erkin"@en
<http://bk.sport.owl#lucas-schoofs>,"lucas schoofs"@en
<http://bk.sport.owl#lucas-schoofs>,"Lucas Schoofs"@en
<http://bk.sport.owl#lefteris-matsoukas>,"lefteris matsoukas"@en
<http://bk.sport.owl#kevin-debaty>,"kevin debaty"@en
<http://bk.sport.owl#kevin-debaty>,"Kevin Debaty"@en
<http://bk.sport.owl#andrea-chukanov>,"Andrea Chukanov"@en
<http://bk.sport.owl#andrea-chukanov>,"andrea chukanov"@en
<http://bk.sport.owl#messias>,"messias"@en
<http://bk.sport.owl#joao-carlos>,"joao carlos"@en
<http://bk.sport.owl#marijan-cabraja>,"marijan cabraja"@en
<http://bk.sport.owl#marijan-cabraja>,"Marijan Cabraja"@en
<http://bk.sport.owl#reinhold-ranftl>,"reinhold ranftl"@en
<http://bk.sport.owl#stanislaw-wawrzynowicz>,"stanislaw wawrzynowicz"@en
<http://bk.sport.owl#stanislaw-wawrzynowicz>,"Stanislaw Wawrzynowicz"@en
<http://bk.sport.owl#ondrej-stursa>,"ondrej stursa"@en
<http://bk.sport.owl#ondrej-stursa>,"Ondrej Stursa"@en
<http://bk.sport.owl#konstantinos-galanopoulos>,"konstantinos galanopoulos"@en
<http://bk.sport.owl#konstantinos-galanopoulos>,"Konstantinos Galanopoulos"@en
<http://bk.sport.owl#miguelon>,"miguelon"@en
<http://bk.sport.owl#lionn>,"Lionn"@en
<http://bk.sport.owl#lionn>,"lionn"@en
<http://bk.sport.owl#serhii-hryn>,"serhii hryn"@en
<http://bk.sport.owl#jorge-fernandes>,"jorge fernandes"@en
<http://bk.sport.owl#jorge-fernandes>,"Jorge Fernandes"@en
<http://bk.sport.owl#manprit-sarkaria>,"manprit sarkaria"@en
<http://bk.sport.owl#manprit-sarkaria>,"Manprit Sarkaria"@en
<http://bk.sport.owl#aykut-ozer>,"aykut ozer"@en
<http://bk.sport.owl#pawel-cibicki>,"Pawel Cibicki"@en
<http://bk.sport.owl#pawel-cibicki>,"pawel cibicki"@en
<http://bk.sport.owl#federico-chiesa>,"Federico Chiesa"@en
<http://bk.sport.owl#federico-chiesa>,"federico chiesa"@en
<http://bk.sport.owl#ross-cunningham>,"ross cunningham"@en
<http://bk.sport.owl#tino-sven-susic>,"Tino-Sven Susic"@en
<http://bk.sport.owl#tino-sven-susic>,"tino sven susic"@en
<http://bk.sport.owl#reece-oxford>,"Reece Oxford"@en
<http://bk.sport.owl#reece-oxford>,"reece oxford"@en
<http://bk.sport.owl#reece-oxford>,"Oxford"
<http://bk.sport.owl#anastasios-douvikas>,"anastasios douvikas"@en
<http://bk.sport.owl#anastasios-douvikas>,"Anastasios Douvikas"@en
<http://bk.sport.owl#rasmus-elm>,"Rasmus Elm"@en
<http://bk.sport.owl#rasmus-elm>,"rasmus elm"@en
<http://bk.sport.owl#pedro>,"Pedro"@en
<http://bk.sport.owl#pedro>,"pedro"@en
<http://bk.sport.owl#pedro>,"Pedro"
<http://bk.sport.owl#anton-terekhov>,"anton terekhov"@en
<http://bk.sport.owl#elias-cobbaut>,"Elias Cobbaut"@en
<http://bk.sport.owl#elias-cobbaut>,"elias cobbaut"@en
<http://bk.sport.owl#philipp-lienhart>,"Philipp Lienhart"@en
<http://bk.sport.owl#philipp-lienhart>,"philipp lienhart"@en
<http://bk.sport.owl#luis-neto>,"luis neto"@en
<http://bk.sport.owl#niall-mcginn>,"Niall McGinn"@en
<http://bk.sport.owl#niall-mcginn>,"niall mcginn"@en
<http://bk.sport.owl#jovan-markovic>,"jovan markovic"@en
<http://bk.sport.owl#idrissa-doumbia>,"Idrissa Doumbia"@en
<http://bk.sport.owl#idrissa-doumbia>,"idrissa doumbia"@en
<http://bk.sport.owl#alhassan-kamara>,"alhassan kamara"@en
<http://bk.sport.owl#alhassan-kamara>,"Alhassan Kamara"@en
<http://bk.sport.owl#krsta-bojic>,"krsta bojic"@en
<http://bk.sport.owl#maximiliano-caufriez>,"Maximiliano Caufriez"@en
<http://bk.sport.owl#maximiliano-caufriez>,"maximiliano caufriez"@en
<http://bk.sport.owl#ugur-ciftci>,"Ugur Ciftci"@en
<http://bk.sport.owl#ugur-ciftci>,"ugur ciftci"@en
<http://bk.sport.owl#abdulkadir-omur>,"abdulkadir omur"@en
<http://bk.sport.owl#tabata>,"Tabata"@en
<http://bk.sport.owl#tabata>,"tabata"@en
<http://bk.sport.owl#melker-hallberg>,"melker hallberg"@en
<http://bk.sport.owl#melker-hallberg>,"Melker Hallberg"@en
<http://bk.sport.owl#volodymyr-shepeliev>,"Volodymyr Shepeliev"@en
<http://bk.sport.owl#volodymyr-shepeliev>,"volodymyr shepeliev"@en
<http://bk.sport.owl#mats-seuntjens>,"Mats Seuntjens"@en
<http://bk.sport.owl#mats-seuntjens>,"mats seuntjens"@en
<http://bk.sport.owl#caio-secco>,"Caio Secco"@en
<http://bk.sport.owl#caio-secco>,"caio secco"@en
<http://bk.sport.owl#seamus-coleman>,"Seamus Coleman"@en
<http://bk.sport.owl#seamus-coleman>,"seamus coleman"@en
<http://bk.sport.owl#seamus-coleman>,"Coleman"
<http://bk.sport.owl#njegos-petrovic>,"njegos petrovic"@en
<http://bk.sport.owl#njegos-petrovic>,"Njegos Petrovic"@en
<http://bk.sport.owl#szymon-lapinski>,"szymon lapinski"@en
<http://bk.sport.owl#szymon-lapinski>,"Szymon Lapinski"@en
<http://bk.sport.owl#gabriel-simion>,"Gabriel Simion"@en
<http://bk.sport.owl#gabriel-simion>,"gabriel simion"@en
<http://bk.sport.owl#mateo-kovacic>,"mateo kovacic"@en
<http://bk.sport.owl#mateo-kovacic>,"Mateo Kovacic"@en
<http://bk.sport.owl#mateo-kovacic>,"Kovacic"
<http://bk.sport.owl#kiko-femenia>,"kiko femenia"@en
<http://bk.sport.owl#kiko-femenia>,"Kiko Femenia"@en
<http://bk.sport.owl#varazdat-haroyan>,"varazdat haroyan"@en
<http://bk.sport.owl#varazdat-haroyan>,"Varazdat Haroyan"@en
<http://bk.sport.owl#jean-luc-dompe>,"jean luc dompe"@en
<http://bk.sport.owl#ibrahima-sory-sankhon>,"Ibrahima Sory Sankhon"@en
<http://bk.sport.owl#ibrahima-sory-sankhon>,"ibrahima sory sankhon"@en
<http://bk.sport.owl#darko-velkovski>,"Darko Velkovski"@en
<http://bk.sport.owl#darko-velkovski>,"darko velkovski"@en
<http://bk.sport.owl#hakan-arslan>,"Hakan Arslan"@en
<http://bk.sport.owl#hakan-arslan>,"hakan arslan"@en
<http://bk.sport.owl#taison>,"Taison"@en
<http://bk.sport.owl#taison>,"taison"@en
<http://bk.sport.owl#pol-moreno>,"Pol Moreno"@en
<http://bk.sport.owl#pol-moreno>,"pol moreno"@en
<http://bk.sport.owl#radu-crisan>,"Radu Crisan"@en
<http://bk.sport.owl#radu-crisan>,"radu crisan"@en
<http://bk.sport.owl#jan-krivak>,"Jan Krivak"@en
<http://bk.sport.owl#jan-krivak>,"jan krivak"@en
<http://bk.sport.owl#adam-provaznik>,"adam provaznik"@en
<http://bk.sport.owl#michail-antonio>,"Michail Antonio"@en
<http://bk.sport.owl#michail-antonio>,"michail antonio"@en
<http://bk.sport.owl#vitalii-balashov>,"vitalii balashov"@en
<http://bk.sport.owl#pablo-de-blasis>,"Pablo de Blasis"@en
<http://bk.sport.owl#pablo-de-blasis>,"pablo de blasis"@en
<http://bk.sport.owl#pablo-de-blasis>,"Blasis"
<http://bk.sport.owl#nana-asare>,"nana asare"@en
<http://bk.sport.owl#nana-asare>,"Nana Asare"@en
<http://bk.sport.owl#maicon>,"maicon"@en
<http://bk.sport.owl#maicon>,"Maicon"@en
<http://bk.sport.owl#maicon>,"Maicon"
<http://bk.sport.owl#jordan-siebatcheu>,"jordan siebatcheu"@en
<http://bk.sport.owl#nemanja-belic>,"Nemanja Belic"@en
<http://bk.sport.owl#nemanja-belic>,"nemanja belic"@en
<http://bk.sport.owl#leonardo-zottele>,"leonardo zottele"@en
<http://bk.sport.owl#leonardo-zottele>,"Leonardo Zottele"@en
<http://bk.sport.owl#tomas-kepl>,"tomas kepl"@en
<http://bk.sport.owl#hidde-jurjus>,"hidde jurjus"@en
<http://bk.sport.owl#hidde-jurjus>,"Hidde Jurjus"@en
<http://bk.sport.owl#evgeni-bashkirov>,"Evgeni Bashkirov"@en
<http://bk.sport.owl#evgeni-bashkirov>,"evgeni bashkirov"@en
<http://bk.sport.owl#lucas>,"Lucas"@en
<http://bk.sport.owl#lucas>,"lucas"@en
<http://bk.sport.owl#lucas>,"Lucas"
<http://bk.sport.owl#stijn-wuytens>,"stijn wuytens"@en
<http://bk.sport.owl#stijn-wuytens>,"Stijn Wuytens"@en
<http://bk.sport.owl#jonny-otto>,"jonny otto"@en
<http://bk.sport.owl#mato-milos>,"mato milos"@en
<http://bk.sport.owl#mato-milos>,"Mato Milos"@en
<http://bk.sport.owl#olly-lee>,"olly lee"@en
<http://bk.sport.owl#olly-lee>,"Olly Lee"@en
<http://bk.sport.owl#woo-yeong-jeong>,"woo yeong jeong"@en
<http://bk.sport.owl#zaurbek-pliev>,"zaurbek pliev"@en
<http://bk.sport.owl#zaurbek-pliev>,"Zaurbek Pliev"@en
<http://bk.sport.owl#antonin-bobichon>,"Antonin Bobichon"@en
<http://bk.sport.owl#antonin-bobichon>,"antonin bobichon"@en
<http://bk.sport.owl#facundo-mallo>,"facundo mallo"@en
<http://bk.sport.owl#moussa-doumbia>,"moussa doumbia"@en
<http://bk.sport.owl#moussa-doumbia>,"Moussa Doumbia"@en
<http://bk.sport.owl#denis-polyakov>,"denis polyakov"@en
<http://bk.sport.owl#furkan-unver>,"furkan unver"@en
<http://bk.sport.owl#luiz-gustavo>,"Luiz Gustavo"@en
<http://bk.sport.owl#luiz-gustavo>,"luiz gustavo"@en
<http://bk.sport.owl#luiz-gustavo>,"Gustavo"
<http://bk.sport.owl#daniel-bielica>,"daniel bielica"@en
<http://bk.sport.owl#daniel-bielica>,"Daniel Bielica"@en
<http://bk.sport.owl#mihail-ivanov>,"mihail ivanov"@en
<http://bk.sport.owl#ihor-lytovka>,"ihor lytovka"@en
<http://bk.sport.owl#david-da-costa>,"david da costa"@en
<http://bk.sport.owl#david-da-costa>,"David Da Costa"@en
<http://bk.sport.owl#ridge-munsy>,"Ridge Munsy"@en
<http://bk.sport.owl#ridge-munsy>,"ridge munsy"@en
<http://bk.sport.owl#konstantinos-apostolakis>,"konstantinos apostolakis"@en
<http://bk.sport.owl#konstantinos-apostolakis>,"Konstantinos Apostolakis"@en
<http://bk.sport.owl#michal-kadlec>,"Michal Kadlec"@en
<http://bk.sport.owl#michal-kadlec>,"michal kadlec"@en
<http://bk.sport.owl#fransergio>,"fransergio"@en
<http://bk.sport.owl#erten-ersu>,"erten ersu"@en
<http://bk.sport.owl#erten-ersu>,"Erten Ersu"@en
<http://bk.sport.owl#alan-uryga>,"Alan Uryga"@en
<http://bk.sport.owl#alan-uryga>,"alan uryga"@en
<http://bk.sport.owl#nicolas-isimat-mirin>,"nicolas isimat mirin"@en
<http://bk.sport.owl#nicolas-isimat-mirin>,"Nicolas Isimat-Mirin"@en
<http://bk.sport.owl#vyacheslav-krotov>,"vyacheslav krotov"@en
<http://bk.sport.owl#vyacheslav-krotov>,"Vyacheslav Krotov"@en
<http://bk.sport.owl#jorginho>,"Jorginho"@en
<http://bk.sport.owl#jorginho>,"jorginho"@en
<http://bk.sport.owl#jorginho>,"Jorginho"
<http://bk.sport.owl#franck-ribery>,"franck ribery"@en
<http://bk.sport.owl#franck-ribery>,"Franck Rib\u00C3\u00A9ry"@en
<http://bk.sport.owl#nicolas-velez>,"nicolas velez"@en
<http://bk.sport.owl#erik-bakker>,"erik bakker"@en
<http://bk.sport.owl#erik-bakker>,"Erik Bakker"@en
<http://bk.sport.owl#diadie-samassekou>,"diadie samassekou"@en
<http://bk.sport.owl#marc-dal-hende>,"marc dal hende"@en
<http://bk.sport.owl#samuel-gigot>,"Samuel Gigot"@en
<http://bk.sport.owl#samuel-gigot>,"samuel gigot"@en
<http://bk.sport.owl#stelios-malezas>,"Stelios Malezas"@en
<http://bk.sport.owl#stelios-malezas>,"stelios malezas"@en
<http://bk.sport.owl#christoph-knasmullner>,"christoph knasmullner"@en
<http://bk.sport.owl#dobrica-tegeltija>,"dobrica tegeltija"@en
<http://bk.sport.owl#yassine-meriah>,"yassine meriah"@en
<http://bk.sport.owl#yassine-meriah>,"Yassine Meriah"@en
<http://bk.sport.owl#matteo-tosetti>,"Matteo Tosetti"@en
<http://bk.sport.owl#matteo-tosetti>,"matteo tosetti"@en
<http://bk.sport.owl#tudor-baluta>,"Tudor Baluta"@en
<http://bk.sport.owl#tudor-baluta>,"tudor baluta"@en
<http://bk.sport.owl#mehdi-leris>,"mehdi leris"@en
<http://bk.sport.owl#patrik-mraz>,"Patrik Mraz"@en
<http://bk.sport.owl#patrik-mraz>,"patrik mraz"@en
<http://bk.sport.owl#vangelis-nikokyrakis>,"Vangelis Nikokyrakis"@en
<http://bk.sport.owl#vangelis-nikokyrakis>,"vangelis nikokyrakis"@en
<http://bk.sport.owl#nikola-maksimovic>,"Nikola Maksimovic"@en
<http://bk.sport.owl#nikola-maksimovic>,"nikola maksimovic"@en
<http://bk.sport.owl#david-stepanek>,"david stepanek"@en
<http://bk.sport.owl#adama-diakhaby>,"Adama Diakhaby"@en
<http://bk.sport.owl#adama-diakhaby>,"adama diakhaby"@en
<http://bk.sport.owl#martin-fraisl>,"martin fraisl"@en
<http://bk.sport.owl#martin-fraisl>,"Martin Fraisl"@en
<http://bk.sport.owl#valentin-rosier>,"valentin rosier"@en
<http://bk.sport.owl#valentin-rosier>,"Valentin Rosier"@en
<http://bk.sport.owl#kadeem-harris>,"kadeem harris"@en
<http://bk.sport.owl#kadeem-harris>,"Kadeem Harris"@en
<http://bk.sport.owl#pablo-gonzalez>,"pablo gonzalez"@en
<http://bk.sport.owl#saba-lobjanidze>,"Saba Lobjanidze"@en
<http://bk.sport.owl#saba-lobjanidze>,"saba lobjanidze"@en
<http://bk.sport.owl#adam-frizzell>,"adam frizzell"@en
<http://bk.sport.owl#alexander-jakobsen>,"Alexander Jakobsen"@en
<http://bk.sport.owl#alexander-jakobsen>,"alexander jakobsen"@en
<http://bk.sport.owl#georgios-manousos>,"Georgios Manousos"@en
<http://bk.sport.owl#georgios-manousos>,"georgios manousos"@en
<http://bk.sport.owl#lebogang-phiri>,"Lebogang Phiri"@en
<http://bk.sport.owl#lebogang-phiri>,"lebogang phiri"@en
<http://bk.sport.owl#filip-jagiello>,"Filip Jagiello"@en
<http://bk.sport.owl#filip-jagiello>,"filip jagiello"@en
<http://bk.sport.owl#david-jensen>,"david jensen"@en
<http://bk.sport.owl#david-jensen>,"David Jensen"@en
<http://bk.sport.owl#antonio-briseno>,"antonio briseno"@en
<http://bk.sport.owl#robin-hack>,"Robin Hack"@en
<http://bk.sport.owl#robin-hack>,"robin hack"@en
<http://bk.sport.owl#mitchell-donald>,"mitchell donald"@en
<http://bk.sport.owl#mitchell-donald>,"Mitchell Donald"@en
<http://bk.sport.owl#steve-von-bergen>,"steve von bergen"@en
<http://bk.sport.owl#steve-von-bergen>,"Steve von Bergen"@en
<http://bk.sport.owl#florian-kamberi>,"florian kamberi"@en
<http://bk.sport.owl#florian-kamberi>,"Florian Kamberi"@en
<http://bk.sport.owl#fernando-calero>,"fernando calero"@en
<http://bk.sport.owl#aristote-n'dongala>,"aristote n'dongala"@en
<http://bk.sport.owl#aristote-n'dongala>,"Aristote N'Dongala"@en
<http://bk.sport.owl#marin-zulim>,"marin zulim"@en
<http://bk.sport.owl#marin-zulim>,"Marin Zulim"@en
<http://bk.sport.owl#alexis-blin>,"Alexis Blin"@en
<http://bk.sport.owl#alexis-blin>,"alexis blin"@en
<http://bk.sport.owl#alexis-blin>,"Blin"
<http://bk.sport.owl#ludovit-reis>,"Ludovit Reis"@en
<http://bk.sport.owl#ludovit-reis>,"ludovit reis"@en
<http://bk.sport.owl#yasin-hamed>,"yasin hamed"@en
<http://bk.sport.owl#yasin-hamed>,"Yasin Hamed"@en
<http://bk.sport.owl#yalcin-kayan>,"yalcin kayan"@en
<http://bk.sport.owl#yalcin-kayan>,"Yalcin Kayan"@en
<http://bk.sport.owl#ousmane-drame>,"ousmane drame"@en
<http://bk.sport.owl#florent-hadergjonaj>,"florent hadergjonaj"@en
<http://bk.sport.owl#florent-hadergjonaj>,"Florent Hadergjonaj"@en
<http://bk.sport.owl#hector-herrera>,"hector herrera"@en
<http://bk.sport.owl#davide-calabria>,"davide calabria"@en
<http://bk.sport.owl#davide-calabria>,"Davide Calabria"@en
<http://bk.sport.owl#davide-calabria>,"Calabria"
<http://bk.sport.owl#jordan-botaka>,"jordan botaka"@en
<http://bk.sport.owl#jordan-botaka>,"Jordan Botaka"@en
<http://bk.sport.owl#sebastian-mladen>,"sebastian mladen"@en
<http://bk.sport.owl#sebastian-mladen>,"Sebastian Mladen"@en
<http://bk.sport.owl#ioritz-landeta>,"ioritz landeta"@en
<http://bk.sport.owl#ioritz-landeta>,"Ioritz Landeta"@en
<http://bk.sport.owl#fernando-boldrin>,"Fernando Boldrin"@en
<http://bk.sport.owl#fernando-boldrin>,"fernando boldrin"@en
<http://bk.sport.owl#isaac-hayden>,"isaac hayden"@en
<http://bk.sport.owl#isaac-hayden>,"Isaac Hayden"@en
<http://bk.sport.owl#raul-rusescu>,"raul rusescu"@en
<http://bk.sport.owl#raul-rusescu>,"Raul Rusescu"@en
<http://bk.sport.owl#serhii-litovchenko>,"serhii litovchenko"@en
<http://bk.sport.owl#anderson-arroyo>,"Anderson Arroyo"@en
<http://bk.sport.owl#anderson-arroyo>,"anderson arroyo"@en
<http://bk.sport.owl#filip-stanisavljevic>,"Filip Stanisavljevic"@en
<http://bk.sport.owl#filip-stanisavljevic>,"filip stanisavljevic"@en
<http://bk.sport.owl#luis-sinisterra>,"Luis Sinisterra"@en
<http://bk.sport.owl#luis-sinisterra>,"luis sinisterra"@en
<http://bk.sport.owl#mateo-muzek>,"mateo muzek"@en
<http://bk.sport.owl#colin-doyle>,"Colin Doyle"@en
<http://bk.sport.owl#colin-doyle>,"colin doyle"@en
<http://bk.sport.owl#presnel-kimpembe>,"Presnel Kimpembe"@en
<http://bk.sport.owl#presnel-kimpembe>,"presnel kimpembe"@en
<http://bk.sport.owl#presnel-kimpembe>,"Kimpembe"
<http://bk.sport.owl#oskar-sverrisson>,"oskar sverrisson"@en
<http://bk.sport.owl#sergiu-bus>,"Sergiu Bus"@en
<http://bk.sport.owl#sergiu-bus>,"sergiu bus"@en
<http://bk.sport.owl#giannis-kargas>,"giannis kargas"@en
<http://bk.sport.owl#abdoul-sissoko>,"abdoul sissoko"@en
<http://bk.sport.owl#abdoul-sissoko>,"Abdoul Sissoko"@en
<http://bk.sport.owl#dogukan-sinik>,"Dogukan Sinik"@en
<http://bk.sport.owl#dogukan-sinik>,"dogukan sinik"@en
<http://bk.sport.owl#stefan-bajic>,"stefan bajic"@en
<http://bk.sport.owl#stefan-bajic>,"Stefan Bajic"@en
<http://bk.sport.owl#callum-crane>,"callum crane"@en
<http://bk.sport.owl#mustafa-yumlu>,"Mustafa Yumlu"@en
<http://bk.sport.owl#mustafa-yumlu>,"mustafa yumlu"@en
<http://bk.sport.owl#nikola-trickovic>,"nikola trickovic"@en
<http://bk.sport.owl#nikola-trickovic>,"Nikola Trickovic"@en
<http://bk.sport.owl#charles-vanhoutte>,"Charles Vanhoutte"@en
<http://bk.sport.owl#charles-vanhoutte>,"charles vanhoutte"@en
<http://bk.sport.owl#gregor-balazic>,"Gregor Balazic"@en
<http://bk.sport.owl#gregor-balazic>,"gregor balazic"@en
<http://bk.sport.owl#ivan-ramis>,"ivan ramis"@en
<http://bk.sport.owl#mikkel-pedersen>,"Mikkel Pedersen"@en
<http://bk.sport.owl#mikkel-pedersen>,"mikkel pedersen"@en
<http://bk.sport.owl#michael-lang>,"Michael Lang"@en
<http://bk.sport.owl#michael-lang>,"michael lang"@en
<http://bk.sport.owl#lovre-grbic>,"Lovre Grbic"@en
<http://bk.sport.owl#lovre-grbic>,"lovre grbic"@en
<http://bk.sport.owl#laurentiu-rus>,"laurentiu rus"@en
<http://bk.sport.owl#laurentiu-rus>,"Laurentiu Rus"@en
<http://bk.sport.owl#lukas-wedl>,"lukas wedl"@en
<http://bk.sport.owl#lukas-wedl>,"Lukas Wedl"@en
<http://bk.sport.owl#simon-graves-jensen>,"simon graves jensen"@en
<http://bk.sport.owl#simon-graves-jensen>,"Simon Graves Jensen"@en
<http://bk.sport.owl#fouad-chafik>,"fouad chafik"@en
<http://bk.sport.owl#fouad-chafik>,"Fouad Chafik"@en
<http://bk.sport.owl#pele-van-anholt>,"pele van anholt"@en
<http://bk.sport.owl#pele-van-anholt>,"Pele van Anholt"@en
<http://bk.sport.owl#vladimir-coufal>,"vladimir coufal"@en
<http://bk.sport.owl#vladimir-coufal>,"Vladimir Coufal"@en
<http://bk.sport.owl#jordan-holmes>,"jordan holmes"@en
<http://bk.sport.owl#sverrir-ingi-ingason>,"sverrir ingi ingason"@en
<http://bk.sport.owl#sverrir-ingi-ingason>,"Sverrir Ingi Ingason"@en
<http://bk.sport.owl#pablo-zabaleta>,"Pablo Zabaleta"@en
<http://bk.sport.owl#pablo-zabaleta>,"pablo zabaleta"@en
<http://bk.sport.owl#pablo-zabaleta>,"Zabaleta"
<http://bk.sport.owl#randal-kolo-muani>,"Randal Kolo Muani"@en
<http://bk.sport.owl#randal-kolo-muani>,"randal kolo muani"@en
<http://bk.sport.owl#milos-toseski>,"milos toseski"@en
<http://bk.sport.owl#milos-toseski>,"Milos Toseski"@en
<http://bk.sport.owl#loris-karius>,"Loris Karius"@en
<http://bk.sport.owl#loris-karius>,"loris karius"@en
<http://bk.sport.owl#loris-karius>,"Karius"
<http://bk.sport.owl#caleb-ekuban>,"caleb ekuban"@en
<http://bk.sport.owl#caleb-ekuban>,"Caleb Ekuban"@en
<http://bk.sport.owl#patson-daka>,"patson daka"@en
<http://bk.sport.owl#patson-daka>,"Patson Daka"@en
<http://bk.sport.owl#adrien-rabiot>,"Adrien Rabiot"@en
<http://bk.sport.owl#adrien-rabiot>,"adrien rabiot"@en
<http://bk.sport.owl#adrien-rabiot>,"Rabiot"
<http://bk.sport.owl#grass-court-type>,"Grass Court"@en
<http://bk.sport.owl#kamil-drygas>,"kamil drygas"@en
<http://bk.sport.owl#kamil-drygas>,"Kamil Drygas"@en
<http://bk.sport.owl#logan-ndenbe>,"logan ndenbe"@en
<http://bk.sport.owl#logan-ndenbe>,"Logan Ndenbe"@en
<http://bk.sport.owl#denis-glushakov>,"denis glushakov"@en
<http://bk.sport.owl#denis-glushakov>,"Denis Glushakov"@en
<http://bk.sport.owl#denis-terentjev>,"denis terentjev"@en
<http://bk.sport.owl#denis-terentjev>,"Denis Terentjev"@en
<http://bk.sport.owl#toni-villa>,"toni villa"@en
<http://bk.sport.owl#joseph-amoah>,"Joseph Amoah"@en
<http://bk.sport.owl#joseph-amoah>,"joseph amoah"@en
<http://bk.sport.owl#mario-rui>,"mario rui"@en
<http://bk.sport.owl#mario-rui>,"Mario Rui"@en
<http://bk.sport.owl#egor-sorokin>,"egor sorokin"@en
<http://bk.sport.owl#bassey-inyang-howells>,"Bassey Inyang Howells"@en
<http://bk.sport.owl#bassey-inyang-howells>,"bassey inyang howells"@en
<http://bk.sport.owl#serdar-aziz>,"serdar aziz"@en
<http://bk.sport.owl#serdar-aziz>,"Serdar Aziz"@en
<http://bk.sport.owl#ondrej-celustka>,"ondrej celustka"@en
<http://bk.sport.owl#ondrej-celustka>,"Ondrej Celustka"@en
<http://bk.sport.owl#frank-boeckx>,"frank boeckx"@en
<http://bk.sport.owl#frank-boeckx>,"Frank Boeckx"@en
<http://bk.sport.owl#fulvio-sulmoni>,"Fulvio Sulmoni"@en
<http://bk.sport.owl#fulvio-sulmoni>,"fulvio sulmoni"@en
<http://bk.sport.owl#jerome-onguene>,"jerome onguene"@en
<http://bk.sport.owl#ruslan-fomin>,"ruslan fomin"@en
<http://bk.sport.owl#ruslan-fomin>,"Ruslan Fomin"@en
<http://bk.sport.owl#julio-tavares>,"julio tavares"@en
<http://bk.sport.owl#dario-zuparic>,"dario zuparic"@en
<http://bk.sport.owl#dario-zuparic>,"Dario Zuparic"@en
<http://bk.sport.owl#bebe>,"bebe"@en
<http://bk.sport.owl#pape-souare>,"pape souare"@en
<http://bk.sport.owl#mertcan-acikgoz>,"mertcan acikgoz"@en
<http://bk.sport.owl#romain-del-castillo>,"romain del castillo"@en
<http://bk.sport.owl#mihai-capatina>,"Mihai Capatina"@en
<http://bk.sport.owl#mihai-capatina>,"mihai capatina"@en
<http://bk.sport.owl#giuseppe-pezzella>,"Giuseppe Pezzella"@en
<http://bk.sport.owl#giuseppe-pezzella>,"giuseppe pezzella"@en
<http://bk.sport.owl#alberto-paloschi>,"Alberto Paloschi"@en
<http://bk.sport.owl#alberto-paloschi>,"alberto paloschi"@en
<http://bk.sport.owl#alberto-paloschi>,"Paloschi"
<http://bk.sport.owl#mingiyan-beveev>,"mingiyan beveev"@en
<http://bk.sport.owl#mingiyan-beveev>,"Mingiyan Beveev"@en
<http://bk.sport.owl#odilon-kossounou>,"odilon kossounou"@en
<http://bk.sport.owl#jorge-teixeira>,"jorge teixeira"@en
<http://bk.sport.owl#jorge-teixeira>,"Jorge Teixeira"@en
<http://bk.sport.owl#andrey-egorychev>,"andrey egorychev"@en
<http://bk.sport.owl#andrey-egorychev>,"Andrey Egorychev"@en
<http://bk.sport.owl#francesco-forte>,"Francesco Forte"@en
<http://bk.sport.owl#francesco-forte>,"francesco forte"@en
<http://bk.sport.owl#razvan-dalbea>,"razvan dalbea"@en
<http://bk.sport.owl#panagiotis-vlachodimos>,"panagiotis vlachodimos"@en
<http://bk.sport.owl#panagiotis-vlachodimos>,"Panagiotis Vlachodimos"@en
<http://bk.sport.owl#virgil-ghita>,"virgil ghita"@en
<http://bk.sport.owl#virgil-ghita>,"Virgil Ghita"@en
<http://bk.sport.owl#tim-ronning>,"tim ronning"@en
<http://bk.sport.owl#aydin-karabulut>,"aydin karabulut"@en
<http://bk.sport.owl#aydin-karabulut>,"Aydin Karabulut"@en
