a,la
<http://bk.sport.owl#adam-ounas>,"Adam Ounas"@en
<http://bk.sport.owl#chicharito>,"Chicharito"@en
<http://bk.sport.owl#chicharito>,"chicharito"@en
<http://bk.sport.owl#chicharito>,"Chicharito"
<http://bk.sport.owl#emmanuel-adebayor>,"emmanuel adebayor"@en
<http://bk.sport.owl#emmanuel-adebayor>,"Emmanuel Adebayor"@en
<http://bk.sport.owl#emmanuel-adebayor>,"Adebayor"
<http://bk.sport.owl#tim-krul>,"Tim Krul"@en
<http://bk.sport.owl#tim-krul>,"Krul"
<http://bk.sport.owl#san-paolo-stadium>,"San Paolo"@en
<http://bk.sport.owl#sven-ulreich>,"Sven Ulreich"@en
<http://bk.sport.owl#sven-ulreich>,"sven ulreich"@en
<http://bk.sport.owl#sven-ulreich>,"Ulreich"
<http://bk.sport.owl#braga>,"braga"@en
<http://bk.sport.owl#braga>,"Braga"@en
<http://bk.sport.owl#xavier>,"Xavier"@en
<http://bk.sport.owl#xavier>,"xavier"@en
<http://bk.sport.owl#michael-carrick>,"Michael Carrick"@en
<http://bk.sport.owl#michael-carrick>,"Carrick"
<http://bk.sport.owl#gareth-bale>,"Gareth Bale"@en
<http://bk.sport.owl#gareth-bale>,"gareth bale"@en
<http://bk.sport.owl#gareth-bale>,"Bale"
<http://bk.sport.owl#san-siro-football-stadium>,"San Siro"@en
<http://bk.sport.owl#jamie-carragher>,"Jamie Carragher"@en
<http://bk.sport.owl#ryan-bertrand>,"ryan bertrand"@en
<http://bk.sport.owl#ryan-bertrand>,"Ryan Bertrand"@en
<http://bk.sport.owl#ryan-bertrand>,"Bertrand"
<http://bk.sport.owl#aaron>,"Aaron"@en
<http://bk.sport.owl#hamburger>,"Hamburger"@en
<http://bk.sport.owl#joe-chalmers>,"Joe Chalmers"@en
<http://bk.sport.owl#victor-sanchez>,"victor sanchez"@en
<http://bk.sport.owl#luciano>,"Luciano"@en
<http://bk.sport.owl#erik-durm>,"Erik Durm"@en
<http://bk.sport.owl#erik-durm>,"erik durm"@en
<http://bk.sport.owl#erik-durm>,"Durm"
<http://bk.sport.owl#ashley-williams>,"Ashley Williams"@en
<http://bk.sport.owl#ashley-williams>,"Williams"
<http://bk.sport.owl#aaron-mooy>,"aaron mooy"@en
<http://bk.sport.owl#aaron-mooy>,"Aaron Mooy"@en
<http://bk.sport.owl#camp-nou-stadium>,"Camp Nou"@en
<http://bk.sport.owl#wales-fc>,"Wales"@en
<http://bk.sport.owl#fc-barcelona>,"FC Barcelona"@en
<http://bk.sport.owl#bakary-kone>,"bakary kone"@en
<http://bk.sport.owl#david-villa>,"David Villa"@en
<http://bk.sport.owl#anfield-football-stadium>,"Anfield"@en
<http://bk.sport.owl#andy-king>,"Andy King"@en
<http://bk.sport.owl#andy-king>,"King"
<http://bk.sport.owl#jonathan-walters>,"jonathan walters"@en
<http://bk.sport.owl#jonathan-walters>,"Jonathan Walters"@en
<http://bk.sport.owl#jonathan-walters>,"Walters"
<http://bk.sport.owl#jelle-van-damme>,"jelle van damme"@en
<http://bk.sport.owl#jelle-van-damme>,"Jelle Van Damme"@en
<http://bk.sport.owl#danny-bakker>,"danny bakker"@en
<http://bk.sport.owl#danny-bakker>,"Danny Bakker"@en
<http://bk.sport.owl#aston-villa-fc>,"Aston Villa"@en
<http://bk.sport.owl#souleymane-doukara>,"souleymane doukara"@en
<http://bk.sport.owl#souleymane-doukara>,"Souleymane Doukara"@en
<http://bk.sport.owl#m'baye-niang>,"m'baye niang"@en
<http://bk.sport.owl#mason-holgate>,"Mason Holgate"@en
<http://bk.sport.owl#fabian-schar>,"fabian schar"@en
<http://bk.sport.owl#julian-draxler>,"Julian Draxler"@en
<http://bk.sport.owl#julian-draxler>,"julian draxler"@en
<http://bk.sport.owl#julian-draxler>,"Draxler"
<http://bk.sport.owl#jed-steer>,"Jed Steer"@en
<http://bk.sport.owl#jed-steer>,"Steer"
<http://bk.sport.owl#steven-pienaar>,"Steven Pienaar"@en
<http://bk.sport.owl#steven-pienaar>,"Pienaar"
<http://bk.sport.owl#philip-billing>,"Philip Billing"@en
<http://bk.sport.owl#philip-billing>,"philip billing"@en
<http://bk.sport.owl#armando-cooper>,"Armando Cooper"@en
<http://bk.sport.owl#ricardo-pereira>,"Ricardo Pereira"@en
<http://bk.sport.owl#ricardo-pereira>,"ricardo pereira"@en
<http://bk.sport.owl#claudio-pizarro>,"claudio pizarro"@en
<http://bk.sport.owl#claudio-pizarro>,"Claudio Pizarro"@en
<http://bk.sport.owl#adam-forshaw>,"Adam Forshaw"@en
<http://bk.sport.owl#william>,"William"@en
<http://bk.sport.owl#william>,"william"@en
<http://bk.sport.owl#willian>,"Willian"@en
<http://bk.sport.owl#willian>,"willian"@en
<http://bk.sport.owl#willian>,"Willian"
<http://bk.sport.owl#valley-parade-football-stadium>,"Valley Parade"@en
<http://bk.sport.owl#joao-pedro>,"joao pedro"@en
<http://bk.sport.owl#aaron-lennon>,"Aaron Lennon"@en
<http://bk.sport.owl#aaron-lennon>,"aaron lennon"@en
<http://bk.sport.owl#aaron-lennon>,"Lennon"
<http://bk.sport.owl#mansfield-town-fc>,"Mansfield Town"@en
<http://bk.sport.owl#peter-crouch>,"peter crouch"@en
<http://bk.sport.owl#peter-crouch>,"Peter Crouch"@en
<http://bk.sport.owl#peter-crouch>,"Crouch"
<http://bk.sport.owl#weston-mckennie>,"weston mckennie"@en
<http://bk.sport.owl#weston-mckennie>,"Weston McKennie"@en
<http://bk.sport.owl#andre-hahn>,"andre hahn"@en
<http://bk.sport.owl#sergio-aguero>,"Sergio Aguero"@en
<http://bk.sport.owl#sergio-aguero>,"sergio aguero"@en
<http://bk.sport.owl#craig-curran>,"craig curran"@en
<http://bk.sport.owl#joe-bennett>,"Joe Bennett"@en
<http://bk.sport.owl#joe-bennett>,"joe bennett"@en
<http://bk.sport.owl#joe-bennett>,"Bennett"
<http://bk.sport.owl#stoke-city-fc>,"Stoke City"@en
<http://bk.sport.owl#santi-cazorla>,"Santi Cazorla"@en
<http://bk.sport.owl#santi-cazorla>,"santi cazorla"@en
<http://bk.sport.owl#santi-cazorla>,"Cazorla"
<http://bk.sport.owl#trent-alexander-arnold>,"Trent Alexander-Arnold"@en
<http://bk.sport.owl#trent-alexander-arnold>,"trent alexander arnold"@en
<http://bk.sport.owl#ashley-cole>,"Ashley Cole"@en
<http://bk.sport.owl#ashley-cole>,"Cole"
<http://bk.sport.owl#granit-xhaka>,"Granit Xhaka"@en
<http://bk.sport.owl#granit-xhaka>,"granit xhaka"@en
<http://bk.sport.owl#granit-xhaka>,"Xhaka"
<http://bk.sport.owl#stefan-johansen>,"Stefan Johansen"@en
<http://bk.sport.owl#kenwyne-jones>,"Kenwyne Jones"@en
<http://bk.sport.owl#jozo-simunovic>,"jozo simunovic"@en
<http://bk.sport.owl#jozo-simunovic>,"Jozo Simunovic"@en
<http://bk.sport.owl#thomas-partey>,"Thomas Partey"@en
<http://bk.sport.owl#lyon>,"Lyon"@en
<http://bk.sport.owl#javier-hernandez>,"Javier Hernandez"@en
<http://bk.sport.owl#jefferson>,"jefferson"@en
<http://bk.sport.owl#jefferson>,"Jefferson"@en
<http://bk.sport.owl#franck-kessie>,"franck kessie"@en
<http://bk.sport.owl#filipe-luis>,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en
<http://bk.sport.owl#lee-evans>,"Lee Evans"@en
<http://bk.sport.owl#abel-hernandez>,"abel hernandez"@en
<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en
<http://bk.sport.owl#wayne-rooney>,"Wayne Rooney"@en
<http://bk.sport.owl#wayne-rooney>,"Rooney"
<http://bk.sport.owl#thiago>,"thiago"@en
<http://bk.sport.owl#thiago>,"Thiago"@en
<http://bk.sport.owl#thiago>,"Thiago"
<http://bk.sport.owl#andre-gray>,"andre gray"@en
<http://bk.sport.owl#andre-gray>,"Andre Gray"@en
<http://bk.sport.owl#dw-football-stadium>,"DW Stadium"@en
<http://bk.sport.owl#kristoffer-peterson>,"kristoffer peterson"@en
<http://bk.sport.owl#kristoffer-peterson>,"Kristoffer Peterson"@en
<http://bk.sport.owl#chuba-akpom>,"chuba akpom"@en
<http://bk.sport.owl#chuba-akpom>,"Chuba Akpom"@en
<http://bk.sport.owl#tom-lawrence>,"Tom Lawrence"@en
<http://bk.sport.owl#tom-lawrence>,"Lawrence"
<http://bk.sport.owl#ander-herrera>,"ander herrera"@en
<http://bk.sport.owl#ander-herrera>,"Ander Herrera"@en
<http://bk.sport.owl#ander-herrera>,"Herrera"
<http://bk.sport.owl#dico-koppers>,"Dico Koppers"@en
<http://bk.sport.owl#dico-koppers>,"dico koppers"@en
<http://bk.sport.owl#conor-mcaleny>,"conor mcaleny"@en
<http://bk.sport.owl#conor-mcaleny>,"McAleny"
<http://bk.sport.owl#cardiff-city>,"Cardiff City"@en
<http://bk.sport.owl#yannick-bolasie>,"yannick bolasie"@en
<http://bk.sport.owl#arthur-masuaku>,"arthur masuaku"@en
<http://bk.sport.owl#arthur-masuaku>,"Arthur Masuaku"@en
<http://bk.sport.owl#steven-taylor>,"Steven Taylor"@en
<http://bk.sport.owl#steven-taylor>,"Taylor"
<http://bk.sport.owl#divock-origi>,"divock origi"@en
<http://bk.sport.owl#divock-origi>,"Divock Origi"@en
<http://bk.sport.owl#divock-origi>,"Origi"
<http://bk.sport.owl#vito-mannone>,"Vito Mannone"@en
<http://bk.sport.owl#vito-mannone>,"Mannone"
<http://bk.sport.owl#ibrahim-amadou>,"ibrahim amadou"@en
<http://bk.sport.owl#ibrahim-amadou>,"Ibrahim Amadou"@en
<http://bk.sport.owl#ibrahim-amadou>,"Amadou"
<http://bk.sport.owl#federico-macheda>,"federico macheda"@en
<http://bk.sport.owl#federico-macheda>,"Federico Macheda"@en
<http://bk.sport.owl#sporting-lisbon-fc>,"Sporting Lisbon"@en
<http://bk.sport.owl#aleksandar-mitrovic>,"Aleksandar Mitrovic"@en
<http://bk.sport.owl#aleksandar-mitrovic>,"aleksandar mitrovic"@en
<http://bk.sport.owl#aleksandar-mitrovic>,"Mitrovic"
<http://bk.sport.owl#shaun-maloney>,"Shaun Maloney"@en
<http://bk.sport.owl#gianluca-lapadula>,"gianluca lapadula"@en
<http://bk.sport.owl#gianluca-lapadula>,"Gianluca Lapadula"@en
<http://bk.sport.owl#celtic-park-football-stadium>,"Celtic Park"@en
<http://bk.sport.owl#diego-godin>,"diego godin"@en
<http://bk.sport.owl#abe-lenstra-stadion-football-stadium>,"Abe Lenstra Stadion"@en
<http://bk.sport.owl#old-trafford-football-stadium>,"Old Trafford"@en
<http://bk.sport.owl#rochdale-fc>,"Rochdale"@en
<http://bk.sport.owl#philippe>,"philippe"@en
<http://bk.sport.owl#clemente>,"clemente"@en
<http://bk.sport.owl#kc-football-stadium>,"KC Stadium"@en
<http://bk.sport.owl#andrew-surman>,"andrew surman"@en
<http://bk.sport.owl#andrew-surman>,"Andrew Surman"@en
<http://bk.sport.owl#andrew-surman>,"Surman"
<http://bk.sport.owl#martin-o-neill>,"Martin O'Neill"@en
<http://bk.sport.owl#roberto>,"roberto"@en
<http://bk.sport.owl#roberto>,"Roberto"@en
<http://bk.sport.owl#guti>,"guti"@en
<http://bk.sport.owl#guti>,"Guti"@en
<http://bk.sport.owl#mark-noble>,"Mark Noble"@en
<http://bk.sport.owl#mark-noble>,"mark noble"@en
<http://bk.sport.owl#mark-noble>,"Noble"
<http://bk.sport.owl#issa-diop>,"Issa Diop"@en
<http://bk.sport.owl#issa-diop>,"issa diop"@en
<http://bk.sport.owl#oribe-peralta>,"Oribe Peralta"@en
<http://bk.sport.owl#trezeguet>,"trezeguet"@en
<http://bk.sport.owl#trezeguet>,"Trezeguet"@en
<http://bk.sport.owl#milan-borjan>,"milan borjan"@en
<http://bk.sport.owl#milan-borjan>,"Milan Borjan"@en
<http://bk.sport.owl#roberto-inglese>,"roberto inglese"@en
<http://bk.sport.owl#roberto-inglese>,"Roberto Inglese"@en
<http://bk.sport.owl#roberto-inglese>,"Inglese"
<http://bk.sport.owl#thorgan-hazard>,"thorgan hazard"@en
<http://bk.sport.owl#thorgan-hazard>,"Thorgan Hazard"@en
<http://bk.sport.owl#thorgan-hazard>,"Hazard"
<http://bk.sport.owl#mamadou-sakho>,"Mamadou Sakho"@en
<http://bk.sport.owl#mamadou-sakho>,"mamadou sakho"@en
<http://bk.sport.owl#mamadou-sakho>,"Sakho"
<http://bk.sport.owl#duvan-zapata>,"duvan zapata"@en
<http://bk.sport.owl#steven-lawless>,"steven lawless"@en
<http://bk.sport.owl#steven-lawless>,"Steven Lawless"@en
<http://bk.sport.owl#manchester-city>,"Manchester City"@en
<http://bk.sport.owl#ashley-westwood>,"ashley westwood"@en
<http://bk.sport.owl#ashley-westwood>,"Ashley Westwood"@en
<http://bk.sport.owl#ashley-westwood>,"Westwood"
<http://bk.sport.owl#christian-stuani>,"Christian Stuani"@en
<http://bk.sport.owl#raul-jimenez>,"raul jimenez"@en
<http://bk.sport.owl#goodison-park-stadium>,"Goodison Park"@en
<http://bk.sport.owl#gabriel-paulista>,"gabriel paulista"@en
<http://bk.sport.owl#gabriel-paulista>,"Gabriel Paulista"@en
<http://bk.sport.owl#gabriel-paulista>,"Paulista"
<http://bk.sport.owl#zlatan-ibrahimovic>,"Ibrahimovic"
<http://bk.sport.owl#zlatan-ibrahimovic>,"Zlatan Ibrahimovic"@en
<http://bk.sport.owl#alisson>,"alisson"@en
<http://bk.sport.owl#alisson>,"Alisson"@en
<http://bk.sport.owl#bristol-city-fc>,"Bristol City"@en
<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en
<http://bk.sport.owl#yuya-osako>,"yuya osako"@en
<http://bk.sport.owl#yuya-osako>,"Osako"
<http://bk.sport.owl#serge-gnabry>,"Serge Gnabry"@en
<http://bk.sport.owl#serge-gnabry>,"serge gnabry"@en
<http://bk.sport.owl#serge-gnabry>,"Gnabry"
<http://bk.sport.owl#alex-telles>,"alex telles"@en
<http://bk.sport.owl#alex-telles>,"Alex Telles"@en
<http://bk.sport.owl#david-luiz>,"David Luiz"@en
<http://bk.sport.owl#david-luiz>,"david luiz"@en
<http://bk.sport.owl#david-luiz>,"Luiz"
<http://bk.sport.owl#andy-delort>,"andy delort"@en
<http://bk.sport.owl#andy-delort>,"Delort"
<http://bk.sport.owl#georginio-wijnaldum>,"Georginio Wijnaldum"@en
<http://bk.sport.owl#georginio-wijnaldum>,"georginio wijnaldum"@en
<http://bk.sport.owl#georginio-wijnaldum>,"Wijnaldum"
<http://bk.sport.owl#suso>,"suso"@en
<http://bk.sport.owl#suso>,"Suso"@en
<http://bk.sport.owl#suso>,"Suso"
<http://bk.sport.owl#tom-davies>,"Tom Davies"@en
<http://bk.sport.owl#tom-davies>,"tom davies"@en
<http://bk.sport.owl#dale-stephens>,"dale stephens"@en
<http://bk.sport.owl#dale-stephens>,"Dale Stephens"@en
<http://bk.sport.owl#alberto-moreno>,"Alberto Moreno"@en
<http://bk.sport.owl#alberto-moreno>,"alberto moreno"@en
<http://bk.sport.owl#alberto-moreno>,"Moreno"
<http://bk.sport.owl#wahbi-khazri>,"wahbi khazri"@en
<http://bk.sport.owl#wahbi-khazri>,"Wahbi Khazri"@en
<http://bk.sport.owl#wahbi-khazri>,"Khazri"
<http://bk.sport.owl#steve-mcclaren>,"Steve McClaren"@en
<http://bk.sport.owl#lacina-traore>,"Lacina Traore"@en
<http://bk.sport.owl#kurt-zouma>,"kurt zouma"@en
<http://bk.sport.owl#kurt-zouma>,"Kurt Zouma"@en
<http://bk.sport.owl#kurt-zouma>,"Zouma"
<http://bk.sport.owl#dan-gosling>,"dan gosling"@en
<http://bk.sport.owl#dan-gosling>,"Dan Gosling"@en
<http://bk.sport.owl#dan-gosling>,"Gosling"
<http://bk.sport.owl#steven-whittaker>,"Steven Whittaker"@en
<http://bk.sport.owl#steven-whittaker>,"steven whittaker"@en
<http://bk.sport.owl#steven-whittaker>,"Whittaker"
<http://bk.sport.owl#alfredo-morelos>,"Alfredo Morelos"@en
<http://bk.sport.owl#alfredo-morelos>,"alfredo morelos"@en
<http://bk.sport.owl#stewart-downing>,"Stewart Downing"@en
<http://bk.sport.owl#chris-baird>,"Chris Baird"@en
<http://bk.sport.owl#jabo-ibehre>,"Jabo Ibehre"@en
<http://bk.sport.owl#cedric-soares>,"cedric soares"@en
<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en
<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en
<http://bk.sport.owl#shkodran-mustafi>,"Shkodran Mustafi"@en
<http://bk.sport.owl#shkodran-mustafi>,"shkodran mustafi"@en
<http://bk.sport.owl#shkodran-mustafi>,"Mustafi"
<http://bk.sport.owl#miroslav-klose>,"Miroslav Klose"@en
<http://bk.sport.owl#miroslav-klose>,"Klose"
<http://bk.sport.owl#kylian-mbappe>,"kylian mbappe"@en
<http://bk.sport.owl#international-federation-of-association-footballs>,"International Federation of Association Football"@en
<http://bk.sport.owl#athletic-bilbao>,"Athletic Bilbao"@en
<http://bk.sport.owl#allan>,"allan"@en
<http://bk.sport.owl#allan>,"Allan"@en
<http://bk.sport.owl#allan>,"Allan"
<http://bk.sport.owl#mike-havenaar>,"Mike Havenaar"@en
<http://bk.sport.owl#angel-rangel>,"Angel Rangel"@en
<http://bk.sport.owl#michael-mancienne>,"Michael Mancienne"@en
<http://bk.sport.owl#andy-halliday>,"andy halliday"@en
<http://bk.sport.owl#andy-halliday>,"Andy Halliday"@en
<http://bk.sport.owl#romelu-lukaku>,"Romelu Lukaku"@en
<http://bk.sport.owl#romelu-lukaku>,"romelu lukaku"@en
<http://bk.sport.owl#romelu-lukaku>,"Lukaku"
<http://bk.sport.owl#premier-league>,"Premier League"@en
<http://bk.sport.owl#juan-cuadrado>,"Juan Cuadrado"@en
<http://bk.sport.owl#juan-cuadrado>,"juan cuadrado"@en
<http://bk.sport.owl#juan-cuadrado>,"Cuadrado"
<http://bk.sport.owl#barnsley-fc>,"Barnsley"@en
<http://bk.sport.owl#eden-hazard>,"eden hazard"@en
<http://bk.sport.owl#eden-hazard>,"Eden Hazard"@en
<http://bk.sport.owl#eden-hazard>,"Hazard"
<http://bk.sport.owl#joaquin-correa>,"joaquin correa"@en
<http://bk.sport.owl#david-hoilett>,"David Hoilett"@en
<http://bk.sport.owl#julian-weigl>,"julian weigl"@en
<http://bk.sport.owl#julian-weigl>,"Julian Weigl"@en
<http://bk.sport.owl#julian-weigl>,"Weigl"
<http://bk.sport.owl#facundo-ferreyra>,"Facundo Ferreyra"@en
<http://bk.sport.owl#facundo-ferreyra>,"facundo ferreyra"@en
<http://bk.sport.owl#andrew-robertson>,"andrew robertson"@en
<http://bk.sport.owl#andrew-robertson>,"Andrew Robertson"@en
<http://bk.sport.owl#jason-puncheon>,"Jason Puncheon"@en
<http://bk.sport.owl#jason-puncheon>,"jason puncheon"@en
<http://bk.sport.owl#jason-puncheon>,"Puncheon"
<http://bk.sport.owl#toulouse-fc>,"Toulouse"@en
<http://bk.sport.owl#cyle-larin>,"Cyle Larin"@en
<http://bk.sport.owl#cyle-larin>,"cyle larin"@en
<http://bk.sport.owl#craig-dawson>,"Craig Dawson"@en
<http://bk.sport.owl#craig-dawson>,"Dawson"
<http://bk.sport.owl#christian-kabasele>,"christian kabasele"@en
<http://bk.sport.owl#christian-kabasele>,"Christian Kabasele"@en
<http://bk.sport.owl#ross-county>,"Ross County"@en
<http://bk.sport.owl#jose-antonio-castro>,"Jose Antonio Castro"@en
<http://bk.sport.owl#baily-cargill>,"Baily Cargill"@en
<http://bk.sport.owl#fernando-llorente>,"fernando llorente"@en
<http://bk.sport.owl#fernando-llorente>,"Fernando Llorente"@en
<http://bk.sport.owl#fernando-llorente>,"Llorente"
<http://bk.sport.owl#vukasin-jovanovic>,"Vukasin Jovanovic"@en
<http://bk.sport.owl#vukasin-jovanovic>,"vukasin jovanovic"@en
<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en
<http://bk.sport.owl#scott-brown>,"Scott Brown"@en
<http://bk.sport.owl#scott-brown>,"scott brown"@en
<http://bk.sport.owl#marek-hamsik>,"Marek Hamsik"@en
<http://bk.sport.owl#marek-hamsik>,"Hamsik"
<http://bk.sport.owl#sebastien-bassong>,"Sebastien Bassong"@en
<http://bk.sport.owl#nicolas>,"nicolas"@en
<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en
<http://bk.sport.owl#sporting-lisbon>,"Sporting Lisbon"@en
<http://bk.sport.owl#liverpool-fc>,"Liverpool"@en
<http://bk.sport.owl#ruben-loftus-cheek>,"Loftus-Cheek"
<http://bk.sport.owl#ruben-loftus-cheek>,"Ruben Loftus-Cheek"@en
<http://bk.sport.owl#ruben-loftus-cheek>,"ruben loftus cheek"@en
<http://bk.sport.owl#stadio-renato-dall-ara-football-stadium>,"Stadio Renato Dall'Ara"@en
<http://bk.sport.owl#az-alkmaar>,"AZ Alkmaar"@en
<http://bk.sport.owl#andrea-bertolacci>,"Andrea Bertolacci"@en
<http://bk.sport.owl#andrea-bertolacci>,"andrea bertolacci"@en
<http://bk.sport.owl#andrea-bertolacci>,"Bertolacci"
<http://bk.sport.owl#scott-sinclair>,"Scott Sinclair"@en
<http://bk.sport.owl#scott-sinclair>,"scott sinclair"@en
<http://bk.sport.owl#scott-sinclair>,"Sinclair"
<http://bk.sport.owl#kiko-casilla>,"Kiko Casilla"@en
<http://bk.sport.owl#kiko-casilla>,"Casilla"
<http://bk.sport.owl#carlos-vela>,"Carlos Vela"@en
<http://bk.sport.owl#carlos-vela>,"Vela"
<http://bk.sport.owl#craig-cathcart>,"craig cathcart"@en
<http://bk.sport.owl#craig-cathcart>,"Craig Cathcart"@en
<http://bk.sport.owl#craig-cathcart>,"Cathcart"
<http://bk.sport.owl#kalidou-koulibaly>,"kalidou koulibaly"@en
<http://bk.sport.owl#kalidou-koulibaly>,"Kalidou Koulibaly"@en
<http://bk.sport.owl#kalidou-koulibaly>,"Koulibaly"
<http://bk.sport.owl#carlos-soler>,"Carlos Soler"@en
<http://bk.sport.owl#carlos-soler>,"carlos soler"@en
<http://bk.sport.owl#ferdi-kadioglu>,"Ferdi Kadioglu"@en
<http://bk.sport.owl#ferdi-kadioglu>,"ferdi kadioglu"@en
<http://bk.sport.owl#bryan-linssen>,"bryan linssen"@en
<http://bk.sport.owl#bryan-linssen>,"Bryan Linssen"@en
<http://bk.sport.owl#danny>,"Danny"@en
<http://bk.sport.owl#plymouth-argyle>,"Plymouth Argyle"@en
<http://bk.sport.owl#aston-villa>,"Aston Villa"@en
<http://bk.sport.owl#juventus>,"Juventus FC"@en
<http://bk.sport.owl#juventus>,"Juventus"@en
<http://bk.sport.owl#leicester-city>,"Leicester City"@en
<http://bk.sport.owl#leonardo>,"Leonardo"@en
<http://bk.sport.owl#leonardo>,"leonardo"@en
<http://bk.sport.owl#tyler-adams>,"tyler adams"@en
<http://bk.sport.owl#diego-perotti>,"diego perotti"@en
<http://bk.sport.owl#diego-perotti>,"Diego Perotti"@en
<http://bk.sport.owl#diego-perotti>,"Perotti"
<http://bk.sport.owl#sampdoria>,"Sampdoria"@en
<http://bk.sport.owl#sparta-rotterdam-fc>,"Sparta Rotterdam"@en
<http://bk.sport.owl#navarone-foor>,"navarone foor"@en
<http://bk.sport.owl#navarone-foor>,"Navarone Foor"@en
<http://bk.sport.owl#wissam-ben-yedder>,"Wissam Ben Yedder"@en
<http://bk.sport.owl#wissam-ben-yedder>,"wissam ben yedder"@en
<http://bk.sport.owl#wissam-ben-yedder>,"Yedder"
<http://bk.sport.owl#paul-pogba>,"Paul Pogba"@en
<http://bk.sport.owl#paul-pogba>,"paul pogba"@en
<http://bk.sport.owl#paul-pogba>,"Pogba"
<http://bk.sport.owl#jake-livermore>,"Jake Livermore"@en
<http://bk.sport.owl#abdul-razak>,"abdul razak"@en
<http://bk.sport.owl#abdul-razak>,"Abdul Razak"@en
<http://bk.sport.owl#josh-mcquoid>,"Josh McQuoid"@en
<http://bk.sport.owl#vicarage-road-stadium>,"Vicarage Road"@en
<http://bk.sport.owl#wesley>,"wesley"@en
<http://bk.sport.owl#wesley>,"Wesley"@en
<http://bk.sport.owl#fulham>,"Fulham"@en
<http://bk.sport.owl#dynamo-kiev-fc>,"Dynamo Kiev"@en
<http://bk.sport.owl#andreas-weimann>,"Andreas Weimann"@en
<http://bk.sport.owl#marc-pugh>,"Marc Pugh"@en
<http://bk.sport.owl#marc-pugh>,"Pugh"
<http://bk.sport.owl#rafinha>,"rafinha"@en
<http://bk.sport.owl#rafinha>,"Rafinha"@en
<http://bk.sport.owl#rafinha>,"Rafinha"
<http://bk.sport.owl#daryl-janmaat>,"Daryl Janmaat"@en
<http://bk.sport.owl#daryl-janmaat>,"daryl janmaat"@en
<http://bk.sport.owl#daryl-janmaat>,"Janmaat"
<http://bk.sport.owl#micah-richards>,"Micah Richards"@en
<http://bk.sport.owl#micah-richards>,"Richards"
<http://bk.sport.owl#curtis-davies>,"Curtis Davies"@en
<http://bk.sport.owl#ayoze-perez>,"ayoze perez"@en
<http://bk.sport.owl#ayoze-perez>,"Ayoze Perez"@en
<http://bk.sport.owl#eric-lichaj>,"Eric Lichaj"@en
<http://bk.sport.owl#roman-weidenfeller>,"Weidenfeller"
<http://bk.sport.owl#roman-weidenfeller>,"Roman Weidenfeller"@en
<http://bk.sport.owl#freddie-sears>,"Freddie Sears"@en
<http://bk.sport.owl#jeffrey-schlupp>,"jeffrey schlupp"@en
<http://bk.sport.owl#jeffrey-schlupp>,"Jeffrey Schlupp"@en
<http://bk.sport.owl#jeffrey-schlupp>,"Schlupp"
<http://bk.sport.owl#red-bull-arena-stadium>,"Red Bull Arena"@en
<http://bk.sport.owl#olivier-giroud>,"olivier giroud"@en
<http://bk.sport.owl#olivier-giroud>,"Olivier Giroud"@en
<http://bk.sport.owl#olivier-giroud>,"Giroud"
<http://bk.sport.owl#chelsea>,"Chelsea"@en
<http://bk.sport.owl#chelsea>,"Chelsea FC"@en
<http://bk.sport.owl#matthias-ginter>,"Matthias Ginter"@en
<http://bk.sport.owl#matthias-ginter>,"matthias ginter"@en
<http://bk.sport.owl#matthias-ginter>,"Ginter"
<http://bk.sport.owl#luisao>,"Luisao"@en
<http://bk.sport.owl#lionel-messi>,"lionel messi"@en
<http://bk.sport.owl#lionel-messi>,"Lionel Messi"@en
<http://bk.sport.owl#lionel-messi>,"Messi"
<http://bk.sport.owl#mauricio>,"mauricio"@en
<http://bk.sport.owl#tim-howard>,"Tim Howard"@en
<http://bk.sport.owl#tim-howard>,"Howard"
<http://bk.sport.owl#floyd-ayite>,"floyd ayite"@en
<http://bk.sport.owl#mansfield-town>,"Mansfield Town"@en
<http://bk.sport.owl#giovani-lo-celso>,"giovani lo celso"@en
<http://bk.sport.owl#giovani-lo-celso>,"Giovani Lo Celso"@en
<http://bk.sport.owl#china>,"china"@en
<http://bk.sport.owl#diego-costa>,"Diego Costa"@en
<http://bk.sport.owl#diego-costa>,"diego costa"@en
<http://bk.sport.owl#diego-costa>,"Costa"
<http://bk.sport.owl#ryan-fraser>,"Ryan Fraser"@en
<http://bk.sport.owl#ryan-fraser>,"ryan fraser"@en
<http://bk.sport.owl#kevin-mirallas>,"kevin mirallas"@en
<http://bk.sport.owl#kevin-mirallas>,"Kevin Mirallas"@en
<http://bk.sport.owl#kevin-mirallas>,"Mirallas"
<http://bk.sport.owl#daniele-rugani>,"Daniele Rugani"@en
<http://bk.sport.owl#daniele-rugani>,"daniele rugani"@en
<http://bk.sport.owl#daniele-rugani>,"Rugani"
<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en
