a,b,la,lb
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"Steven MacLean"@en,"scott bain"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"Steven MacLean"@en,"Scott Bain"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"steven maclean"@en,"arnaud djoum"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"steven maclean"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"Steven MacLean"@en,"arnaud djoum"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#arnaud-djoum>,"Steven MacLean"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan-ikone>,"Malcom"@en,"jonathan ikone"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan-ikone>,"malcom"@en,"jonathan ikone"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan>,"Malcom"@en,"Jonathan"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#jonathan>,"malcom"@en,"Jonathan"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Malcom"@en,"yannick cahuzac"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Malcom"@en,"Yannick Cahuzac"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"Malcom"@en,"Cahuzac"
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"malcom"@en,"yannick cahuzac"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"malcom"@en,"Yannick Cahuzac"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#yannick-cahuzac>,"malcom"@en,"Cahuzac"
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier>,"Malcom"@en,"Montpellier"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier>,"malcom"@en,"Montpellier"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#stephane-sessegnon>,"Malcom"@en,"Stephane Sessegnon"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#stephane-sessegnon>,"malcom"@en,"Stephane Sessegnon"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier-fc>,"Malcom"@en,"Montpellier"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#montpellier-fc>,"malcom"@en,"Montpellier"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Malcom"@en,"Enzo Crivelli"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Malcom"@en,"enzo crivelli"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"Malcom"@en,"Crivelli"
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"malcom"@en,"Enzo Crivelli"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"malcom"@en,"enzo crivelli"@en
<http://bk.sport.owl#malcom>,<http://bk.sport.owl#enzo-crivelli>,"malcom"@en,"Crivelli"
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland-fc>,"Everton FC"@en,"Sunderland"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland-fc>,"Everton"@en,"Sunderland"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton-fc>,"Everton FC"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Everton FC"@en,"Chelsea"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Everton FC"@en,"Chelsea FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Everton"@en,"Chelsea"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea>,"Everton"@en,"Chelsea FC"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain>,"Everton FC"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain>,"Everton"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain-fc>,"Everton FC"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#paris-saint-germain-fc>,"Everton"@en,"Paris Saint-Germain"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland>,"Everton FC"@en,"Sunderland"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#sunderland>,"Everton"@en,"Sunderland"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea-fc>,"Everton FC"@en,"Chelsea"@en
<http://bk.sport.owl#everton>,<http://bk.sport.owl#chelsea-fc>,"Everton"@en,"Chelsea"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#as-roma>,"FC Barcelona"@en,"AS Roma"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#atletico-madrid>,"FC Barcelona"@en,"Atletico Madrid"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#napoli>,"FC Barcelona"@en,"Napoli fc"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#filipe-luis>,"FC Barcelona"@en,"filipe luis"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#filipe-luis>,"FC Barcelona"@en,"Filipe Luis"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#juventus>,"FC Barcelona"@en,"Juventus FC"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#juventus>,"FC Barcelona"@en,"Juventus"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"FC Barcelona"@en,"Dani Alves"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"FC Barcelona"@en,"dani alves"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#dani-alves>,"FC Barcelona"@en,"Alves"
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#river-plate>,"FC Barcelona"@en,"River Plate"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"FC Barcelona"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#manchester-united-fc>,"FC Barcelona"@en,"Manchester United"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#la-liga>,"FC Barcelona"@en,"La Liga"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"FC Barcelona"@en,"giorgio chiellini"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"FC Barcelona"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"FC Barcelona"@en,"Chiellini"
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#manchester-united>,"FC Barcelona"@en,"Manchester United"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#barcelona>,"FC Barcelona"@en,"Barcelona"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#real-madrid>,"FC Barcelona"@en,"Real Madrid"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#liverpool>,"FC Barcelona"@en,"Liverpool FC"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#liverpool>,"FC Barcelona"@en,"Liverpool"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#luis-suarez>,"FC Barcelona"@en,"Luis Suarez"@en
<http://bk.sport.owl#fc-barcelona>,<http://bk.sport.owl#luis-suarez>,"FC Barcelona"@en,"luis suarez"@en
<http://bk.sport.owl#aston-villa-fc>,<http://bk.sport.owl#west-bromwich-albion-fc>,"Aston Villa"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#mansfield-town-fc>,<http://bk.sport.owl#blackburn-rovers-fc>,"Mansfield Town"@en,"Blackburn Rovers"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Ashley Cole"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Ashley Cole"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Cole","Heart of Midlothian"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#heart-of-midlothian>,"Cole","Heart of Midlothian FC"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Ashley Cole"@en,"Paul McGowan"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Ashley Cole"@en,"paul mcgowan"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Cole","Paul McGowan"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#paul-mcgowan>,"Cole","paul mcgowan"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Ashley Cole"@en,"scott bain"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Ashley Cole"@en,"Scott Bain"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Cole","scott bain"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#scott-bain>,"Cole","Scott Bain"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Ashley Cole"@en,"arnaud djoum"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Ashley Cole"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Cole","arnaud djoum"@en
<http://bk.sport.owl#ashley-cole>,<http://bk.sport.owl#arnaud-djoum>,"Cole","Arnaud Djoum"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#as-roma>,"filipe luis"@en,"AS Roma"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#as-roma>,"Filipe Luis"@en,"AS Roma"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#atletico-madrid>,"filipe luis"@en,"Atletico Madrid"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#atletico-madrid>,"Filipe Luis"@en,"Atletico Madrid"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#napoli>,"filipe luis"@en,"Napoli fc"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#napoli>,"Filipe Luis"@en,"Napoli fc"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"filipe luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"Filipe Luis"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"filipe luis"@en,"Juventus FC"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"filipe luis"@en,"Juventus"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Filipe Luis"@en,"Juventus FC"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#juventus>,"Filipe Luis"@en,"Juventus"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"filipe luis"@en,"Dani Alves"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"filipe luis"@en,"dani alves"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"filipe luis"@en,"Alves"
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Filipe Luis"@en,"Dani Alves"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Filipe Luis"@en,"dani alves"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#dani-alves>,"Filipe Luis"@en,"Alves"
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#river-plate>,"filipe luis"@en,"River Plate"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#river-plate>,"Filipe Luis"@en,"River Plate"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"filipe luis"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Filipe Luis"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#la-liga>,"filipe luis"@en,"La Liga"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#la-liga>,"Filipe Luis"@en,"La Liga"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad>,"filipe luis"@en,"Real Sociedad"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad>,"Filipe Luis"@en,"Real Sociedad"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad-fc>,"filipe luis"@en,"Real Sociedad"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-sociedad-fc>,"Filipe Luis"@en,"Real Sociedad"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"filipe luis"@en,"giorgio chiellini"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"filipe luis"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"filipe luis"@en,"Chiellini"
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Filipe Luis"@en,"giorgio chiellini"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Filipe Luis"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#giorgio-chiellini>,"Filipe Luis"@en,"Chiellini"
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#barcelona>,"filipe luis"@en,"Barcelona"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#barcelona>,"Filipe Luis"@en,"Barcelona"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-madrid>,"filipe luis"@en,"Real Madrid"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#real-madrid>,"Filipe Luis"@en,"Real Madrid"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"filipe luis"@en,"Liverpool FC"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"filipe luis"@en,"Liverpool"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Filipe Luis"@en,"Liverpool FC"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#liverpool>,"Filipe Luis"@en,"Liverpool"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#malaga>,"filipe luis"@en,"Malaga"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#malaga>,"Filipe Luis"@en,"Malaga"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"filipe luis"@en,"Luis Suarez"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"filipe luis"@en,"luis suarez"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"Filipe Luis"@en,"Luis Suarez"@en
<http://bk.sport.owl#filipe-luis>,<http://bk.sport.owl#luis-suarez>,"Filipe Luis"@en,"luis suarez"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"RB Leipzig"@en,"Marco Reus"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"RB Leipzig"@en,"marco reus"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#marco-reus>,"RB Leipzig"@en,"Reus"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"RB Leipzig"@en,"Yuya Osako"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"RB Leipzig"@en,"yuya osako"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#yuya-osako>,"RB Leipzig"@en,"Osako"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#borussia-dortmund>,"RB Leipzig"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#fc-bayern-munich-fc>,"RB Leipzig"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#fc-bayern-munich>,"RB Leipzig"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#dortmund>,"RB Leipzig"@en,"Dortmund"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#raphael-guerreiro>,"RB Leipzig"@en,"raphael guerreiro"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#bayer-leverkusen>,"RB Leipzig"@en,"Bayer Leverkusen"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"RB Leipzig"@en,"Stefan Bell"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"RB Leipzig"@en,"stefan bell"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#stefan-bell>,"RB Leipzig"@en,"Bell"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#dortmund-fc>,"RB Leipzig"@en,"Dortmund"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"RB Leipzig"@en,"sokratis"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"RB Leipzig"@en,"Sokratis"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#sokratis>,"RB Leipzig"@en,"Sokratis"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"RB Leipzig"@en,"Thomas"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"RB Leipzig"@en,"thomas"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#thomas>,"RB Leipzig"@en,"Thomas"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"RB Leipzig"@en,"Timo Werner"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"RB Leipzig"@en,"timo werner"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#timo-werner>,"RB Leipzig"@en,"Werner"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#levin-oztunali>,"RB Leipzig"@en,"levin oztunali"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#levin-oztunali>,"RB Leipzig"@en,"oztunali"
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#emil-forsberg>,"RB Leipzig"@en,"Emil Forsberg"@en
<http://bk.sport.owl#rb-leipzig>,<http://bk.sport.owl#emil-forsberg>,"RB Leipzig"@en,"emil forsberg"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"steven lawless"@en,"liam craig"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"steven lawless"@en,"Liam Craig"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"Steven Lawless"@en,"liam craig"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#liam-craig>,"Steven Lawless"@en,"Liam Craig"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"steven lawless"@en,"steven maclean"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"steven lawless"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"Steven Lawless"@en,"steven maclean"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#steven-maclean>,"Steven Lawless"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"steven lawless"@en,"Ashley Cole"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"steven lawless"@en,"Cole"
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Steven Lawless"@en,"Ashley Cole"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#ashley-cole>,"Steven Lawless"@en,"Cole"
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"steven lawless"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"steven lawless"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Steven Lawless"@en,"Heart of Midlothian"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#heart-of-midlothian>,"Steven Lawless"@en,"Heart of Midlothian FC"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"steven lawless"@en,"Paul McGowan"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"steven lawless"@en,"paul mcgowan"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"Steven Lawless"@en,"Paul McGowan"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#paul-mcgowan>,"Steven Lawless"@en,"paul mcgowan"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#larnell-cole>,"steven lawless"@en,"Larnell Cole"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#larnell-cole>,"Steven Lawless"@en,"Larnell Cole"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"steven lawless"@en,"scott bain"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"steven lawless"@en,"Scott Bain"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"Steven Lawless"@en,"scott bain"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#scott-bain>,"Steven Lawless"@en,"Scott Bain"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"steven lawless"@en,"arnaud djoum"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"steven lawless"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"Steven Lawless"@en,"arnaud djoum"@en
<http://bk.sport.owl#steven-lawless>,<http://bk.sport.owl#arnaud-djoum>,"Steven Lawless"@en,"Arnaud Djoum"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#westham>,"Manchester City"@en,"West Ham"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#west-bromwich-albion-fc>,"Manchester City"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#manchester-city>,"Manchester City"@en,"Manchester City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#hull-city>,"Manchester City"@en,"Hull City"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#west-bromwich-albion>,"Manchester City"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#westham-fc>,"Manchester City"@en,"West Ham"@en
<http://bk.sport.owl#manchester-city>,<http://bk.sport.owl#manchester-united>,"Manchester City"@en,"Manchester United"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Yuya Osako"@en,"Marco Reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Yuya Osako"@en,"marco reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Yuya Osako"@en,"Reus"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"yuya osako"@en,"Marco Reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"yuya osako"@en,"marco reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"yuya osako"@en,"Reus"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Osako","Marco Reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Osako","marco reus"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#marco-reus>,"Osako","Reus"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"Yuya Osako"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"yuya osako"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#borussia-dortmund>,"Osako","Borussia Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"Yuya Osako"@en,"Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"yuya osako"@en,"Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#dortmund>,"Osako","Dortmund"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"Yuya Osako"@en,"raphael guerreiro"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"yuya osako"@en,"raphael guerreiro"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#raphael-guerreiro>,"Osako","raphael guerreiro"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Yuya Osako"@en,"Stefan Bell"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Yuya Osako"@en,"stefan bell"@en
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"Yuya Osako"@en,"Bell"
<http://bk.sport.owl#yuya-osako>,<http://bk.sport.owl#stefan-bell>,"yuya osako"@en,"Stefan Bell"@en
