a,b,la,lb
<http://bk.sport.owl#arsenal>,<http://bk.sport.owl#arsenal>,"Arsenal"@en,"Arsenal FC"@en
<http://bk.sport.owl#arsenal>,<http://bk.sport.owl#arsenal>,"Arsenal"@en,"Arsenal"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace>,"Patrick van Aanholt"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace>,"patrick van aanholt"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace>,"Aanholt","Crystal Palace"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace-fc>,"Patrick van Aanholt"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace-fc>,"patrick van aanholt"@en,"Crystal Palace"@en
<http://bk.sport.owl#patrick-van-aanholt>,<http://bk.sport.owl#crystal-palace-fc>,"Aanholt","Crystal Palace"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Timo Werner"@en,"Marco Reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Timo Werner"@en,"marco reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Timo Werner"@en,"Reus"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"timo werner"@en,"Marco Reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"timo werner"@en,"marco reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"timo werner"@en,"Reus"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Werner","Marco Reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Werner","marco reus"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#marco-reus>,"Werner","Reus"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#borussia-dortmund>,"Timo Werner"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#borussia-dortmund>,"timo werner"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#borussia-dortmund>,"Werner","Borussia Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund>,"Timo Werner"@en,"Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund>,"timo werner"@en,"Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund>,"Werner","Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#raphael-guerreiro>,"Timo Werner"@en,"raphael guerreiro"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#raphael-guerreiro>,"timo werner"@en,"raphael guerreiro"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#raphael-guerreiro>,"Werner","raphael guerreiro"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Timo Werner"@en,"Stefan Bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Timo Werner"@en,"stefan bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Timo Werner"@en,"Bell"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"timo werner"@en,"Stefan Bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"timo werner"@en,"stefan bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"timo werner"@en,"Bell"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Werner","Stefan Bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Werner","stefan bell"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#stefan-bell>,"Werner","Bell"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund-fc>,"Timo Werner"@en,"Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund-fc>,"timo werner"@en,"Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#dortmund-fc>,"Werner","Dortmund"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Timo Werner"@en,"sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Timo Werner"@en,"Sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Timo Werner"@en,"Sokratis"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"timo werner"@en,"sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"timo werner"@en,"Sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"timo werner"@en,"Sokratis"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Werner","sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Werner","Sokratis"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#sokratis>,"Werner","Sokratis"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"Timo Werner"@en,"levin oztunali"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"Timo Werner"@en,"oztunali"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"timo werner"@en,"levin oztunali"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"timo werner"@en,"oztunali"
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"Werner","levin oztunali"@en
<http://bk.sport.owl#timo-werner>,<http://bk.sport.owl#levin-oztunali>,"Werner","oztunali"
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#as-roma>,"Barcelona"@en,"AS Roma"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#atletico-madrid>,"Barcelona"@en,"Atletico Madrid"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#napoli>,"Barcelona"@en,"Napoli fc"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#filipe-luis>,"Barcelona"@en,"filipe luis"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#filipe-luis>,"Barcelona"@en,"Filipe Luis"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#juventus>,"Barcelona"@en,"Juventus FC"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#juventus>,"Barcelona"@en,"Juventus"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#dani-alves>,"Barcelona"@en,"Dani Alves"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#dani-alves>,"Barcelona"@en,"dani alves"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#dani-alves>,"Barcelona"@en,"Alves"
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#river-plate>,"Barcelona"@en,"River Plate"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Barcelona"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#la-liga>,"Barcelona"@en,"La Liga"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"Barcelona"@en,"giorgio chiellini"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"Barcelona"@en,"Giorgio Chiellini"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#giorgio-chiellini>,"Barcelona"@en,"Chiellini"
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#manchester-united>,"Barcelona"@en,"Manchester United"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#barcelona>,"Barcelona"@en,"Barcelona"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#real-madrid>,"Barcelona"@en,"Real Madrid"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#liverpool>,"Barcelona"@en,"Liverpool FC"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#liverpool>,"Barcelona"@en,"Liverpool"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#malaga>,"Barcelona"@en,"Malaga"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#luis-suarez>,"Barcelona"@en,"Luis Suarez"@en
<http://bk.sport.owl#barcelona>,<http://bk.sport.owl#luis-suarez>,"Barcelona"@en,"luis suarez"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#inter-milan>,"Real Madrid"@en,"Inter Milan"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#bournemouth-fc>,"Real Madrid"@en,"Bournemouth"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#atletico-madrid>,"Real Madrid"@en,"Atletico Madrid"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#atletico-madrid-fc>,"Real Madrid"@en,"Atletico Madrid"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#wayne-rooney>,"Real Madrid"@en,"Wayne Rooney"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#wayne-rooney>,"Real Madrid"@en,"Rooney"
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#fc-bayern-munich-fc>,"Real Madrid"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#liverpool-fc>,"Real Madrid"@en,"Liverpool"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#chelsea>,"Real Madrid"@en,"Chelsea"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#chelsea>,"Real Madrid"@en,"Chelsea FC"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#fc-bayern-munich>,"Real Madrid"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#southampton>,"Real Madrid"@en,"Southampton"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#southampton>,"Real Madrid"@en,"Southampton FC"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Real Madrid"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#anderlecht>,"Real Madrid"@en,"Anderlecht"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#manchester-united-fc>,"Real Madrid"@en,"Manchester United"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#bayern-munich>,"Real Madrid"@en,"Bayern Munich"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#anderlecht-fc>,"Real Madrid"@en,"Anderlecht"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#southampton-fc>,"Real Madrid"@en,"Southampton"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#psv-eindhoven>,"Real Madrid"@en,"PSV Eindhoven"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#bournemouth>,"Real Madrid"@en,"Bournemouth"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#manchester-united>,"Real Madrid"@en,"Manchester United"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"Real Madrid"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#liverpool>,"Real Madrid"@en,"Liverpool FC"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#liverpool>,"Real Madrid"@en,"Liverpool"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#malaga>,"Real Madrid"@en,"Malaga"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#chelsea-fc>,"Real Madrid"@en,"Chelsea"@en
<http://bk.sport.owl#real-madrid>,<http://bk.sport.owl#amsterdamsche-football-club-ajax-fc>,"Real Madrid"@en,"Amsterdamsche Football Club Ajax"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#sunderland-fc>,"jordan pickford"@en,"Sunderland"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#sunderland-fc>,"Jordan Pickford"@en,"Sunderland"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea>,"jordan pickford"@en,"Chelsea"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea>,"jordan pickford"@en,"Chelsea FC"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea>,"Jordan Pickford"@en,"Chelsea"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea>,"Jordan Pickford"@en,"Chelsea FC"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#manchester-united-fc>,"jordan pickford"@en,"Manchester United"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#manchester-united-fc>,"Jordan Pickford"@en,"Manchester United"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#david-moyes>,"jordan pickford"@en,"David Moyes"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#david-moyes>,"Jordan Pickford"@en,"David Moyes"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#manchester-united>,"jordan pickford"@en,"Manchester United"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#manchester-united>,"Jordan Pickford"@en,"Manchester United"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#jordan-pickford>,"jordan pickford"@en,"jordan pickford"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#jordan-pickford>,"jordan pickford"@en,"Jordan Pickford"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#jordan-pickford>,"Jordan Pickford"@en,"jordan pickford"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#jordan-pickford>,"Jordan Pickford"@en,"Jordan Pickford"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#sunderland>,"jordan pickford"@en,"Sunderland"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#sunderland>,"Jordan Pickford"@en,"Sunderland"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea-fc>,"jordan pickford"@en,"Chelsea"@en
<http://bk.sport.owl#jordan-pickford>,<http://bk.sport.owl#chelsea-fc>,"Jordan Pickford"@en,"Chelsea"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#everton>,"Sunderland"@en,"Everton FC"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#everton>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#leicester-city>,"Sunderland"@en,"Leicester City"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#chelsea>,"Sunderland"@en,"Chelsea"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#chelsea>,"Sunderland"@en,"Chelsea FC"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#david-moyes>,"Sunderland"@en,"David Moyes"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#manchester-united>,"Sunderland"@en,"Manchester United"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#jordan-pickford>,"Sunderland"@en,"jordan pickford"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#jordan-pickford>,"Sunderland"@en,"Jordan Pickford"@en
<http://bk.sport.owl#sunderland>,<http://bk.sport.owl#sunderland>,"Sunderland"@en,"Sunderland"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"kingsley coman"@en,"Marco Reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"kingsley coman"@en,"marco reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"kingsley coman"@en,"Reus"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Kingsley Coman"@en,"Marco Reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Kingsley Coman"@en,"marco reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Kingsley Coman"@en,"Reus"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Coman","Marco Reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Coman","marco reus"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#marco-reus>,"Coman","Reus"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#rb-leipzig>,"kingsley coman"@en,"RB Leipzig"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#rb-leipzig>,"Kingsley Coman"@en,"RB Leipzig"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#rb-leipzig>,"Coman","RB Leipzig"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"kingsley coman"@en,"Yuya Osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"kingsley coman"@en,"yuya osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"kingsley coman"@en,"Osako"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Kingsley Coman"@en,"Yuya Osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Kingsley Coman"@en,"yuya osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Kingsley Coman"@en,"Osako"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Coman","Yuya Osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Coman","yuya osako"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#yuya-osako>,"Coman","Osako"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#borussia-dortmund>,"kingsley coman"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#borussia-dortmund>,"Kingsley Coman"@en,"Borussia Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#borussia-dortmund>,"Coman","Borussia Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich-fc>,"kingsley coman"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich-fc>,"Kingsley Coman"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich-fc>,"Coman","FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich>,"kingsley coman"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich>,"Kingsley Coman"@en,"FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#fc-bayern-munich>,"Coman","FC Bayern Munich"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund>,"kingsley coman"@en,"Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund>,"Kingsley Coman"@en,"Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund>,"Coman","Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#raphael-guerreiro>,"kingsley coman"@en,"raphael guerreiro"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#raphael-guerreiro>,"Kingsley Coman"@en,"raphael guerreiro"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#raphael-guerreiro>,"Coman","raphael guerreiro"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"kingsley coman"@en,"Stefan Bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"kingsley coman"@en,"stefan bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"kingsley coman"@en,"Bell"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Kingsley Coman"@en,"Stefan Bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Kingsley Coman"@en,"stefan bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Kingsley Coman"@en,"Bell"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Coman","Stefan Bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Coman","stefan bell"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#stefan-bell>,"Coman","Bell"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund-fc>,"kingsley coman"@en,"Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund-fc>,"Kingsley Coman"@en,"Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#dortmund-fc>,"Coman","Dortmund"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"kingsley coman"@en,"sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"kingsley coman"@en,"Sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"kingsley coman"@en,"Sokratis"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Kingsley Coman"@en,"sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Kingsley Coman"@en,"Sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Kingsley Coman"@en,"Sokratis"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Coman","sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Coman","Sokratis"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#sokratis>,"Coman","Sokratis"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"kingsley coman"@en,"Thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"kingsley coman"@en,"thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"kingsley coman"@en,"Thomas"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Kingsley Coman"@en,"Thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Kingsley Coman"@en,"thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Kingsley Coman"@en,"Thomas"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Coman","Thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Coman","thomas"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#thomas>,"Coman","Thomas"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"kingsley coman"@en,"Timo Werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"kingsley coman"@en,"timo werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"kingsley coman"@en,"Werner"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Kingsley Coman"@en,"Timo Werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Kingsley Coman"@en,"timo werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Kingsley Coman"@en,"Werner"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Coman","Timo Werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Coman","timo werner"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#timo-werner>,"Coman","Werner"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"kingsley coman"@en,"levin oztunali"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"kingsley coman"@en,"oztunali"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"Kingsley Coman"@en,"levin oztunali"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"Kingsley Coman"@en,"oztunali"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"Coman","levin oztunali"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#levin-oztunali>,"Coman","oztunali"
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"kingsley coman"@en,"Emil Forsberg"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"kingsley coman"@en,"emil forsberg"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"Kingsley Coman"@en,"Emil Forsberg"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"Kingsley Coman"@en,"emil forsberg"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"Coman","Emil Forsberg"@en
<http://bk.sport.owl#kingsley-coman>,<http://bk.sport.owl#emil-forsberg>,"Coman","emil forsberg"@en
<http://bk.sport.owl#liverpool>,<http://bk.sport.owl#manchester-city>,"Liverpool FC"@en,"Manchester City"@en
<http://bk.sport.owl#liverpool>,<http://bk.sport.owl#manchester-city>,"Liverpool"@en,"Manchester City"@en
<http://bk.sport.owl#liverpool>,<http://bk.sport.owl#wolverhampton-wanderers>,"Liverpool FC"@en,"Wolverhampton Wanderers"@en
<http://bk.sport.owl#liverpool>,<http://bk.sport.owl#wolverhampton-wanderers>,"Liverpool"@en,"Wolverhampton Wanderers"@en
<http://bk.sport.owl#malaga>,<http://bk.sport.owl#barcelona>,"Malaga"@en,"Barcelona"@en
<http://bk.sport.owl#middlesbrough>,<http://bk.sport.owl#crystal-palace>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#middlesbrough-fc>,<http://bk.sport.owl#crystal-palace>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#middlesbrough-fc>,<http://bk.sport.owl#crystal-palace-fc>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#chelsea-fc>,<http://bk.sport.owl#manchester-united-fc>,"Chelsea"@en,"Manchester United"@en
<http://bk.sport.owl#chelsea-fc>,<http://bk.sport.owl#swansea-city-fc>,"Chelsea"@en,"Swansea City"@en
